"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore","5,2-HCore"
1800,5,0,0,0
1800,51,21,227,987
1800,51,42,1231,15445
1800,51,12,59,82
1800,51,21,189,665
1800,51,39,1017,10269
1800,51,6,9,0
1800,51,3,0,0
1800,51,12,54,76
1800,51,18,135,380
1800,51,3,0,0
1800,51,9,27,19
1800,51,6,9,0
1800,51,12,54,76
1800,51,9,48,42
1800,51,6,9,0
1800,51,12,54,76
1800,51,12,54,76
1800,51,9,27,19
1800,51,3,0,0
1800,51,0,0,0
1800,51,12,54,76
1800,51,3,0,0
1800,33,21,207,711
1800,14,9,32,24
1800,14,9,27,19
1800,68,33,774,6344
1800,68,9,27,19
1800,68,9,27,19
1800,68,9,27,19
1800,68,33,681,5521
1800,68,18,135,380
1800,68,36,787,7289
1800,68,36,793,7466
1800,68,27,324,1649
1800,68,36,758,6999
1800,68,30,522,3635
1800,68,18,183,584
1800,68,22,284,1202
1800,68,36,662,5725
1800,68,18,135,380
1800,68,15,118,277
1800,68,15,94,221
1800,68,6,9,0
1800,68,12,80,118
1800,68,9,43,36
1800,68,36,1012,11542
1800,68,12,75,127
1800,68,9,27,19
1800,68,9,27,19
1800,68,3,0,0
1800,68,9,27,19
1800,68,9,27,19
1800,68,3,0,0
1800,68,0,0,0
1800,68,3,0,0
1800,68,0,0,0
1800,68,6,9,0
1800,68,15,90,190
1800,68,0,0,0
1800,68,9,37,30
1800,68,0,0,0
1800,68,15,90,190
1800,68,15,90,190
1800,68,18,152,475
1800,68,9,27,19
1800,68,3,0,0
1800,68,9,27,19
1800,68,9,27,19
1800,68,6,9,0
1800,68,3,0,0
1800,68,9,34,24
1800,9,3,0,0
1800,36,12,54,76
1800,18,12,54,76
1800,11,9,27,19
1800,8,6,9,0
1800,36,12,54,76
1800,15,6,9,0
1800,8,3,0,0
1800,7,0,0,0
1800,36,21,273,1152
1800,36,29,456,2629
1800,36,12,64,113
1800,38,33,658,4724
1800,36,9,27,19
1800,36,3,0,0
1800,36,18,135,380
1800,36,21,189,665
1800,36,18,135,380
1800,36,9,27,19
1800,36,12,54,76
1800,36,12,82,157
1800,38,33,702,5506
1800,36,12,54,76
1800,36,12,54,76
1800,36,6,9,0
1800,36,0,0,0
1800,36,9,27,19
1800,43,15,90,190
1800,43,15,90,190
1800,43,21,189,665
1800,43,39,918,8621
1800,43,3,0,0
1800,43,24,297,1445
1800,43,3,0,0
1800,43,10,48,35
1800,43,3,0,0
1800,43,6,9,0
1800,43,3,0,0
1800,16,6,9,0
1800,30,18,135,380
1800,16,9,27,19
1800,16,6,9,0
1800,16,3,0,0
1800,14,9,27,19
1800,13,12,54,76
1800,9,9,27,19
1800,9,9,27,19
1800,9,9,27,19
1800,4,3,0,0
1800,14,9,27,19
1800,35,9,27,19
1800,26,12,54,76
1800,35,12,54,76
1800,31,21,189,665
1800,24,16,124,302
1800,35,21,189,665
1800,15,3,0,0
1800,36,31,595,3945
1800,36,33,609,4434
1800,34,27,384,1992
1800,36,33,551,3698
1800,26,12,54,76
1800,36,33,726,6236
1800,24,15,90,190
1800,6,3,0,0
1800,6,3,0,0
1800,13,12,54,76
1800,13,12,54,76
1800,13,12,64,113
1800,27,12,71,123
1800,38,36,747,6842
1800,38,36,728,6145
1800,31,21,189,665
1800,38,36,835,8446
1800,27,12,54,76
1800,38,36,710,5736
1800,28,12,54,76
1800,29,18,135,380
1800,29,15,108,238
1800,38,36,859,8877
1800,29,18,135,380
1800,25,3,0,0
1800,36,27,324,1596
1800,17,9,27,19
1800,16,6,9,0
1800,14,0,0,0
1800,22,15,90,190
1800,13,12,54,76
1800,38,36,639,4963
1800,38,36,787,7973
1800,34,30,463,2798
1800,28,18,140,385
1800,36,30,504,3391
1800,19,9,27,19
1800,19,9,27,19
1800,31,15,90,190
1800,2,0,0,0
1800,15,15,90,208
1800,15,15,90,190
1800,7,3,0,0
1800,15,15,90,190
1800,13,12,54,76
1800,31,21,189,665
1800,15,9,27,19
1800,17,15,90,208
1800,12,3,0,0
1800,15,15,90,190
1800,5,3,0,0
1800,30,9,27,19
1800,38,36,662,5658
1800,24,15,90,190
1800,35,15,108,238
1800,22,9,27,19
1800,15,6,9,0
1800,18,12,54,76
1800,15,9,27,19
1800,3,0,0,0
1800,15,9,40,33
1800,12,9,27,19
1800,9,3,0,0
1800,15,15,90,190
1800,8,6,9,0
1800,13,12,54,76
1800,35,12,54,76
1800,9,3,0,0
1800,7,3,0,0
1800,13,6,9,0
1800,15,12,54,76
1800,13,9,37,30
1800,13,9,37,30
1800,11,9,27,19
1800,35,9,27,19
1800,3,3,0,0
1800,15,9,40,33
1800,9,9,27,19
1800,9,9,27,19
1800,0,0,0,0
1800,9,9,27,19
1800,0,0,0,0
1800,1,0,0,0
1800,15,0,0,0
1800,4,0,0,0
1800,0,0,0,0
1800,6,6,9,0
1800,6,6,9,0
1800,6,6,9,0
1800,6,6,9,0
1800,13,6,9,0
1800,7,6,9,0
1800,0,0,0,0
1800,2,0,0,0
1800,4,3,0,0
1800,0,0,0,0
1800,6,3,0,0
1800,13,9,27,19
1800,3,3,0,0
1800,12,12,54,76
1800,4,3,0,0
1800,10,9,27,19
1800,13,3,0,0
1800,13,6,9,0
1800,3,0,0,0
1800,6,6,9,0
1800,6,6,9,0
1800,10,9,27,19
1800,6,6,9,0
1800,6,6,9,0
1800,12,12,54,76
1800,12,12,54,76
1800,12,12,54,76
1800,8,3,0,0
1800,2,0,0,0
1800,0,0,0,0
1800,6,6,9,0
1800,15,6,9,0
1800,13,6,9,0
1800,7,6,9,0
1800,14,9,27,19
1800,12,12,54,76
1800,12,12,54,76
1800,6,3,0,0
1800,6,6,9,0
1800,12,12,54,76
1800,6,6,9,0
1800,11,9,27,19
1800,13,9,27,19
1800,0,0,0,0
776,20,18,135,380
1233,69,18,135,380
1044,60,18,135,380
777,20,18,135,380
777,20,18,135,380
1233,20,18,135,380
1044,20,18,135,380
119,20,18,135,380
119,20,18,135,380
1233,86,18,135,380
1233,20,18,135,380
1233,20,18,135,380
1044,20,18,135,380
1044,20,18,135,380
125,20,18,135,380
1599,50,6,9,0
1599,106,6,9,0
1044,41,6,9,0
569,3,0,0,0
1599,1,0,0,0
1599,42,12,54,76
1599,43,42,1236,15719
1599,70,42,1147,12718
1599,50,42,1366,17951
1599,68,42,1386,17647
1599,42,21,227,934
1599,42,24,312,1460
1599,43,42,1102,12452
1599,42,36,673,5743
1599,42,37,821,7004
1599,96,42,991,9503
1599,54,42,1190,14105
1599,42,33,604,4767
1599,42,39,963,10222
1599,42,24,352,1866
1599,42,12,54,76
1599,42,30,507,3426
1599,106,42,1475,19343
1599,42,21,245,1082
1599,42,34,705,5597
1599,106,42,1415,18568
1599,43,42,968,9840
1599,42,27,405,2403
1599,45,42,1393,18428
1599,45,42,1292,17462
1599,42,21,189,665
1599,43,42,1286,16086
1599,42,3,0,0
1599,42,0,0,0
1599,42,3,0,0
1599,42,9,27,19
1599,42,15,105,235
1599,42,39,901,8677
1599,42,15,100,201
1599,42,9,40,33
1599,42,18,135,380
1599,42,24,297,1445
1599,42,18,171,561
1599,42,3,0,0
862,31,12,54,76
1233,43,12,54,76
858,37,19,190,653
1233,43,19,168,556
618,24,15,90,190
843,35,19,168,556
836,35,19,190,653
737,30,18,135,380
886,43,42,1018,10419
853,43,42,1179,14525
861,43,42,1166,14073
843,43,42,1018,10773
818,42,36,660,5434
861,43,42,867,7681
854,43,42,1087,12643
831,42,39,892,8372
801,37,30,455,2790
771,32,12,59,82
1233,43,42,1190,14940
831,41,34,705,5597
1044,43,42,1152,14245
843,43,42,935,9414
801,37,27,392,2259
854,43,42,1191,15019
850,43,42,1196,15132
846,43,42,1127,13637
837,42,39,819,6928
771,32,9,46,39
790,35,18,180,580
771,32,9,46,39
767,31,9,27,19
886,43,42,1018,10705
938,44,42,1070,10801
886,38,24,318,1460
886,43,42,989,9545
886,42,37,763,6060
933,45,42,974,9467
886,43,42,1028,10376
886,42,39,774,6270
879,36,24,319,1602
862,31,12,54,76
1233,69,42,1154,12806
886,41,34,582,3987
1044,60,42,1146,12765
886,43,42,1081,12023
886,43,42,1063,11620
886,43,42,1017,10029
862,31,3,0,0
862,31,3,0,0
869,32,15,90,190
867,32,18,135,380
862,31,9,27,19
862,31,9,27,19
863,31,15,90,190
886,43,42,1236,15664
843,35,21,227,934
852,43,42,1079,12218
843,42,36,655,4997
849,42,37,821,7004
880,43,42,867,7871
861,43,42,1131,13239
843,40,33,591,4536
843,42,39,960,10222
843,37,30,507,3426
1233,43,42,1273,16569
843,35,21,245,1082
1044,43,42,1243,15965
849,43,42,933,9018
843,37,27,400,2396
861,43,42,1283,16691
858,43,42,1236,16288
858,43,42,1235,15537
843,42,39,898,8677
843,37,24,297,1445
843,35,18,169,559
843,33,9,29,19
861,38,24,252,1064
861,43,42,1031,10607
858,42,36,673,5743
861,42,37,757,6015
886,43,42,1093,12021
858,40,33,604,4767
858,42,39,962,10222
858,37,24,297,1340
858,37,30,507,3426
1233,60,42,1380,17400
858,41,34,648,4817
1044,53,42,1292,16258
861,43,42,968,9840
858,37,27,392,2199
886,43,42,1249,15856
883,43,42,1234,15910
882,43,42,1212,14429
858,37,9,27,19
858,37,15,90,190
858,42,39,918,8832
858,37,15,100,201
858,37,9,27,19
858,37,24,297,1461
858,37,9,27,19
857,37,3,0,0
857,37,3,0,0
858,37,15,108,238
1233,43,12,59,82
1044,37,12,59,82
831,35,12,59,82
544,15,9,27,19
759,33,21,189,665
843,33,21,227,934
568,23,21,189,665
843,39,21,227,934
831,35,21,227,934
538,15,6,9,0
861,38,24,252,1064
857,38,24,312,1460
1233,43,24,312,1460
1044,38,24,312,1460
853,39,24,312,1460
743,15,9,27,19
749,16,9,27,19
843,42,37,763,6060
861,43,42,867,7871
854,43,42,1042,11010
1233,43,42,1095,12304
1044,43,42,1095,12304
843,43,42,819,6916
853,43,42,1080,12218
849,43,42,1063,11986
764,33,21,189,665
846,43,42,1055,11094
836,42,39,773,6268
756,30,15,90,190
639,25,15,90,190
1233,43,36,665,5415
756,38,33,495,3135
1044,42,36,659,5322
682,32,27,324,1596
843,42,36,669,5519
843,42,36,655,4997
843,42,36,655,4997
666,31,24,252,1064
623,23,9,27,19
861,41,36,594,4180
814,40,33,573,3816
1233,43,37,821,7004
1044,42,37,821,7004
850,42,37,821,7004
845,42,37,821,7004
825,40,33,573,3816
886,43,42,876,7632
858,34,24,276,1223
1233,49,42,991,9503
860,40,33,495,3135
1044,43,42,983,9467
882,43,42,944,9020
877,43,42,904,8627
873,43,42,853,7264
852,29,12,54,76
852,30,18,135,380
849,25,9,27,19
849,23,0,0,0
849,23,0,0,0
849,42,39,857,7673
843,36,24,303,1450
1233,44,42,1122,13048
843,34,21,245,1082
1044,43,42,1137,13275
850,43,42,877,8109
843,37,27,347,1754
861,43,42,1154,13673
860,43,42,1070,12206
859,43,42,1147,13671
849,42,39,782,6461
1233,43,15,126,331
742,28,15,108,238
843,39,15,127,331
546,17,12,54,76
530,13,9,27,19
523,11,6,9,0
755,38,33,591,4536
684,30,21,189,665
681,33,28,394,2126
1233,43,33,604,4767
1044,40,33,582,4202
843,40,33,566,3967
843,40,33,591,4536
843,40,33,582,4202
770,38,33,537,3609
738,35,30,507,3426
1233,43,39,963,10222
1044,42,39,933,9413
818,42,39,749,6048
845,42,39,926,9413
843,42,39,960,10222
843,42,39,893,8549
807,41,36,757,6214
1233,43,24,352,1866
1044,37,24,352,1866
571,14,3,0,0
843,36,24,336,1711
611,22,18,135,380
570,13,0,0,0
825,35,12,54,76
507,9,6,9,0
1233,43,30,507,3426
771,35,30,405,2280
843,37,30,507,3426
756,35,28,394,2126
591,21,9,27,19
831,32,12,54,76
507,8,3,0,0
507,8,3,0,0
1233,43,34,705,5597
1233,86,42,1427,18504
1233,43,42,981,9952
1233,43,9,27,19
1233,60,42,1329,17229
1233,43,42,1295,17523
1233,43,21,189,665
1233,43,42,1245,15266
1233,43,15,117,275
1233,43,39,918,8832
1233,43,15,90,190
1233,43,18,135,380
1233,43,24,297,1461
1233,43,9,27,19
1233,43,9,27,19
1233,43,9,29,19
1233,43,9,27,19
1233,43,15,108,238
1233,43,9,27,19
1233,43,3,0,0
1233,43,0,0,0
1044,37,21,189,665
614,24,18,135,380
843,39,21,245,1082
831,35,21,245,1082
1044,41,34,705,5597
818,39,33,495,3135
845,41,34,705,5597
843,41,34,705,5597
1044,43,42,934,9167
1044,43,42,1287,17145
1044,43,42,1236,16480
1044,37,21,189,665
1044,43,42,1243,15283
1044,42,39,876,8123
1044,37,15,90,190
1044,37,18,135,380
1044,37,24,297,1461
1044,37,15,108,238
1044,33,3,0,0
850,43,42,935,9041
845,43,42,935,9414
843,43,42,897,8439
729,27,9,27,19
743,28,15,105,235
759,32,24,252,1064
843,39,9,27,19
843,39,27,400,2396
843,37,27,399,2336
613,22,9,27,19
617,24,18,135,380
576,16,3,0,0
860,43,42,1243,16629
858,43,42,1211,15115
843,39,15,117,275
845,42,39,876,8123
843,39,18,169,559
843,39,9,27,19
843,39,9,27,19
843,39,3,0,0
843,39,3,0,0
843,39,9,27,19
843,39,3,0,0
843,39,6,9,0
843,39,6,9,0
843,39,3,0,0
858,43,42,1149,14168
843,42,39,916,8832
836,35,18,135,380
829,31,9,27,19
829,31,3,0,0
829,31,3,0,0
829,31,3,0,0
829,31,3,0,0
843,42,39,848,7381
837,36,24,297,1461
831,35,15,108,238
818,32,3,0,0
538,14,6,9,0
545,15,9,40,33
517,12,9,27,19
571,20,12,54,76
546,15,9,40,33
504,6,3,0,0
508,9,9,27,19
494,3,3,0,0
495,4,3,0,0
504,8,6,9,0
503,6,3,0,0
1599,70,18,172,556
1599,17,12,71,123
1599,54,18,201,763
1599,96,18,186,630
1599,79,18,202,763
1599,21,16,124,302
1599,30,18,186,695
1599,16,6,9,0
1599,36,18,172,521
1599,70,12,54,76
1599,106,12,54,76
1599,70,42,1034,10607
1599,36,21,189,665
1599,50,42,1234,15587
1599,68,42,1234,15351
1599,43,42,1063,11839
1599,42,36,660,5434
1599,96,42,867,7680
1599,54,42,1095,12643
1599,42,39,893,8372
1599,42,36,667,5199
1599,37,30,455,2790
1599,106,42,1255,16219
1599,41,34,705,5597
1599,106,42,1228,15523
1599,43,42,935,9414
1599,37,27,392,2256
1599,45,42,1243,16066
1599,45,42,1253,16373
1599,43,42,1179,14679
1599,29,6,9,0
1599,42,39,863,7850
1599,32,9,40,33
1599,30,6,9,0
1599,29,0,0,0
1599,35,18,171,561
1599,70,34,918,8797
1599,70,18,166,556
1599,70,21,280,1338
1599,70,42,1125,12680
1599,70,42,1466,16267
1599,70,34,1137,11579
1599,70,21,269,1228
1599,70,34,986,9812
1599,70,42,1063,11131
1599,70,37,1017,9700
1599,96,42,1720,20548
1599,70,12,93,175
1599,70,42,1409,17475
1599,70,18,135,380
1599,70,6,9,0
1599,70,39,774,6270
1599,70,18,198,733
1599,79,34,1367,13574
1599,70,21,290,1305
1599,70,32,727,5721
1599,70,18,135,380
1599,70,24,361,1956
1599,70,18,135,404
1599,70,21,203,836
1599,106,42,2189,26570
1599,70,21,189,665
1599,70,34,769,6166
1599,106,42,2158,25730
1599,70,6,9,0
1599,70,18,135,380
1599,70,42,1198,14246
1599,70,42,1125,12582
1599,70,34,986,9285
1599,70,33,824,7166
1599,70,42,1078,11188
1599,70,21,281,1271
1599,70,3,0,0
1599,70,21,328,1487
1599,70,18,135,380
1599,70,34,739,6152
1599,70,6,12,0
1599,70,33,762,6328
1599,70,12,54,76
1599,70,3,0,0
1599,70,6,12,0
1599,70,12,54,76
1599,70,6,12,0
1599,70,0,0,0
1599,70,15,131,339
1599,70,3,0,0
1599,70,18,135,380
1599,70,12,54,76
1599,70,18,183,629
1599,70,15,90,190
1599,70,6,9,0
1599,70,34,881,8048
1599,70,18,135,380
1599,70,0,0,0
1599,70,12,71,123
1599,70,12,54,76
1599,68,30,580,3799
1599,54,36,1084,12875
1599,41,36,1025,11756
1599,41,27,417,2250
1599,96,36,1117,13048
1599,54,36,998,10554
1599,41,36,848,8656
1599,79,36,1267,14343
1599,41,21,301,1340
1599,41,18,199,692
1599,106,36,1111,12518
1599,106,33,1012,9635
1599,45,36,1291,14809
1599,41,12,54,76
1599,41,33,799,6681
1599,41,21,288,1305
1599,41,3,0,0
1599,41,33,668,5444
1599,41,12,64,113
1599,41,36,787,7289
1599,41,36,809,7612
1599,41,27,324,1596
1599,41,36,758,6999
1599,41,30,522,3635
1599,41,6,9,0
1599,41,15,90,208
1599,41,15,101,250
1599,41,18,150,452
1599,41,22,239,946
1599,41,36,662,5658
1599,41,15,90,190
1599,41,12,87,140
1599,41,12,54,76
1599,41,12,78,152
1599,41,36,1003,11535
1599,22,9,37,30
1599,29,9,27,19
1599,13,3,0,0
1599,68,18,167,583
1599,21,18,148,393
1599,106,18,166,556
1599,106,18,167,560
1599,15,12,54,76
1599,35,18,147,419
1599,12,9,27,19
1599,13,9,32,24
1599,54,12,71,123
1599,96,12,71,123
1599,79,12,71,123
1599,8,3,0,0
1599,36,12,54,76
1599,68,21,280,1338
1599,23,21,189,665
1599,33,21,189,665
1599,22,21,189,665
1599,106,21,280,1338
1599,106,21,280,1338
1599,45,21,227,934
1599,68,42,1397,18539
1599,50,21,227,934
1599,50,42,1209,14819
1599,50,36,655,4997
1599,50,37,896,8594
1599,96,42,985,9606
1599,54,42,1191,14001
1599,50,33,591,4536
1599,50,39,981,10365
1599,79,30,538,3367
1599,50,36,667,5391
1599,50,18,223,836
1599,50,12,54,76
1599,50,9,27,19
1599,50,30,507,3426
1599,106,42,1515,20342
1599,50,21,245,1082
1599,50,21,189,665
1599,106,42,1479,19511
1599,50,42,943,9243
1599,50,27,407,2435
1599,50,42,1417,18944
1599,50,42,1324,17587
1599,50,42,1455,18455
1599,50,15,118,296
1599,50,15,90,190
1599,50,9,27,19
1599,50,21,189,665
1599,50,6,9,0
1599,50,9,27,19
1599,50,39,1017,10313
1599,50,0,0,0
1599,50,6,9,0
1599,50,15,101,231
1599,50,0,0,0
1599,50,3,0,0
1599,50,24,297,1445
1599,50,3,0,0
1599,50,3,0,0
1599,50,18,169,559
1599,50,3,0,0
1599,68,15,90,190
1599,68,10,52,54
1599,68,21,269,1228
1599,68,30,519,3194
1599,68,42,1146,13192
1599,68,36,673,5743
1599,68,37,956,8616
1599,68,42,1244,14527
1599,68,33,614,4916
1599,68,39,982,10365
1599,79,30,810,5911
1599,68,21,223,844
1599,68,36,667,5420
1599,68,24,336,1649
1599,68,18,135,380
1599,68,9,27,19
1599,68,21,199,805
1599,68,30,507,3426
1599,106,42,2034,24704
1599,68,34,705,5608
1599,106,42,1967,23885
1599,68,10,52,54
1599,68,18,135,380
1599,68,42,1017,10151
1599,68,12,54,76
1599,68,27,382,2114
1599,68,42,1378,18105
1599,68,42,1341,17502
1599,68,30,643,4217
1599,68,30,493,2883
1599,68,42,1292,16152
1599,68,21,223,844
1599,68,18,135,380
1599,68,12,54,76
1599,68,12,54,76
1599,68,18,199,726
1599,68,6,9,0
1599,68,6,12,0
1599,68,3,0,0
1599,68,21,189,665
1599,68,15,90,190
1599,68,9,27,19
1599,68,6,9,0
1599,68,3,0,0
1599,68,21,189,665
1599,68,3,0,0
1599,68,15,90,190
1599,68,3,0,0
1599,68,39,1079,11008
1599,68,15,100,201
1599,68,9,28,19
1599,68,3,0,0
1599,68,24,297,1454
1599,68,6,9,0
1599,68,3,0,0
1599,68,0,0,0
1599,68,12,54,76
1599,79,15,90,190
1599,106,15,90,190
1599,106,15,90,190
1599,22,12,71,123
1599,21,12,54,76
1599,106,12,71,123
1599,45,12,54,76
1599,96,9,27,19
1599,106,9,27,19
1599,33,21,189,665
1599,54,21,227,934
1599,23,21,189,665
1599,45,21,227,934
1599,41,21,227,934
1599,54,36,1134,13497
1599,54,27,488,2798
1599,96,36,1563,18035
1599,54,36,1094,12116
1599,54,18,198,733
1599,54,36,888,9766
1599,79,36,1542,17247
1599,54,18,216,849
1599,54,33,919,8743
1599,106,36,1352,15445
1599,54,25,426,2294
1599,106,33,1208,11587
1599,54,26,517,3108
1599,54,25,400,2019
1599,54,36,1128,13187
1599,54,33,785,6800
1599,54,15,109,239
1599,54,21,212,833
1599,54,33,725,6205
1599,54,18,135,380
1599,54,18,152,475
1599,54,36,866,8656
1599,54,12,71,123
1599,54,36,891,9136
1599,54,27,324,1596
1599,54,12,54,76
1599,54,36,787,7973
1599,54,3,0,0
1599,54,30,513,3542
1599,54,6,9,0
1599,54,0,0,0
1599,54,12,54,76
1599,54,12,64,113
1599,54,12,64,113
1599,54,0,0,0
1599,54,36,662,5658
1599,54,21,258,1110
1599,54,6,9,0
1599,54,18,135,380
1599,54,12,54,76
1599,54,0,0,0
1599,54,0,0,0
1599,54,36,1164,13773
1599,54,18,152,475
1599,54,6,9,0
1599,54,12,71,123
1599,54,9,27,19
1599,106,10,58,54
1599,13,10,43,36
1599,17,10,43,36
1599,13,7,16,0
1599,79,18,172,562
1599,24,18,172,562
1599,22,21,189,665
1599,106,21,269,1228
1599,106,21,269,1228
1599,24,18,172,562
1599,96,36,1208,13952
1599,54,36,1084,11722
1599,40,9,27,19
1599,40,36,848,8668
1599,79,36,1185,13899
1599,40,33,783,7120
1599,106,36,1232,14222
1599,106,33,983,9075
1599,45,25,429,2276
1599,45,36,1084,12079
1599,40,33,779,6689
1599,40,12,68,117
1599,40,3,0,0
1599,40,12,54,76
1599,40,9,27,19
1599,40,18,135,380
1599,40,36,835,8446
1599,40,3,0,0
1599,40,36,809,7798
1599,40,27,324,1596
1599,40,9,27,19
1599,40,36,758,7022
1599,40,3,0,0
1599,40,12,54,76
1599,40,30,504,3203
1599,40,12,54,76
1599,40,12,54,76
1599,40,18,135,380
1599,40,36,639,4792
1599,40,21,258,1137
1599,40,15,94,221
1599,40,36,977,11267
1599,40,12,89,171
1599,42,37,840,7410
1599,96,42,962,9273
1599,54,42,1071,11468
1599,33,18,135,380
1599,42,36,667,5391
1599,33,18,172,562
1599,106,42,1255,15319
1599,106,42,1233,15107
1599,43,42,864,7321
1599,33,3,0,0
1599,45,42,1158,14294
1599,45,42,1123,13254
1599,45,25,390,1858
1599,34,21,189,665
1599,43,42,1165,13615
1599,33,15,90,190
1599,33,0,0,0
1599,33,0,0,0
1599,33,21,189,665
1599,42,39,869,7652
1599,33,3,0,0
1599,33,6,9,0
1599,33,12,54,76
1599,106,36,660,5328
1599,38,33,495,3135
1599,106,36,659,5322
1599,32,27,324,1596
1599,45,36,661,5434
1599,45,36,655,4997
1599,42,36,655,4997
1599,21,9,27,19
1599,31,24,252,1064
1599,96,36,840,6988
1599,40,33,573,3816
1599,79,30,633,4249
1599,106,37,1093,10797
1599,106,37,1079,10791
1599,45,37,895,8358
1599,45,37,863,7593
1599,45,27,471,2685
1599,32,18,177,567
1599,40,33,675,4670
1599,29,9,27,19
1599,27,6,9,0
1599,29,12,54,76
1599,96,42,1530,18740
1599,96,9,27,19
1599,96,18,198,733
1599,96,9,27,19
1599,96,36,888,9766
1599,96,36,1711,18611
1599,96,9,32,24
1599,96,3,0,0
1599,96,18,163,486
1599,96,33,869,8398
1599,96,18,135,380
1599,96,24,283,1228
1599,96,9,27,19
1599,96,12,54,76
1599,106,42,1940,24321
1599,96,33,709,5161
1599,106,42,1669,19916
1599,96,6,9,0
1599,96,9,27,19
1599,96,6,9,0
1599,96,6,12,0
1599,96,9,27,19
1599,96,6,9,0
1599,96,42,1078,11125
1599,96,42,972,9348
1599,96,9,27,19
1599,96,36,1180,13478
1599,96,33,785,6909
1599,96,42,903,8173
1599,96,21,225,846
1599,96,9,27,19
1599,96,12,54,76
1599,96,33,725,6205
1599,96,3,0,0
1599,96,18,135,380
1599,96,3,0,0
1599,96,18,152,475
1599,96,6,9,0
1599,96,0,0,0
1599,96,12,64,113
1599,96,36,860,8586
1599,96,36,888,9063
1599,96,27,324,1596
1599,96,36,787,7973
1599,96,30,522,3547
1599,96,12,54,76
1599,96,12,54,76
1599,96,12,64,113
1599,96,6,9,0
1599,96,6,9,0
1599,96,12,54,76
1599,96,0,0,0
1599,96,36,662,5658
1599,96,0,0,0
1599,96,9,37,30
1599,96,6,14,0
1599,96,6,9,0
1599,96,0,0,0
1599,96,0,0,0
1599,96,21,258,1110
1599,96,0,0,0
1599,96,0,0,0
1599,96,12,54,76
1599,96,6,9,0
1599,96,12,54,76
1599,96,18,157,480
1599,96,3,0,0
1599,96,3,0,0
1599,96,0,0,0
1599,96,15,90,190
1599,96,6,9,0
1599,96,3,0,0
1599,96,0,0,0
1599,96,36,1159,13390
1599,96,18,152,475
1599,54,12,54,76
1599,19,12,54,76
1599,17,12,54,76
1599,106,12,93,175
1599,9,3,0,0
1599,9,0,0,0
1599,54,39,857,7673
1599,54,36,808,7626
1599,79,36,1291,14018
1599,54,18,152,475
1599,54,33,774,6679
1599,54,9,27,19
1599,54,24,303,1450
1599,106,42,1860,24418
1599,54,21,245,1082
1599,54,18,155,535
1599,106,42,1600,20435
1599,54,6,9,0
1599,54,42,941,8809
1599,54,27,347,1754
1599,54,42,1228,14471
1599,54,42,1125,12831
1599,54,36,1059,11035
1599,54,6,9,0
1599,54,33,779,6538
1599,54,42,1156,13671
1599,54,21,227,934
1599,54,15,131,339
1599,54,9,27,19
1599,54,33,639,4714
1599,54,12,64,113
1599,54,36,787,7112
1599,54,36,758,6798
1599,54,12,54,76
1599,54,39,876,7325
1599,54,36,639,4963
1599,54,9,27,19
1599,54,21,239,973
1599,54,12,54,76
1599,54,9,27,19
1599,54,36,888,9610
1599,54,12,71,123
1599,54,12,75,127
1599,10,9,27,19
1599,106,18,135,380
1599,106,18,135,380
1599,41,18,135,380
1599,41,6,9,0
1599,38,33,604,4691
1599,30,21,200,703
1599,33,28,394,2126
1599,106,33,614,4916
1599,106,33,591,4266
1599,45,33,579,4117
1599,45,33,605,4723
1599,41,33,582,4202
1599,26,18,135,380
1599,38,33,540,3612
1599,31,18,135,380
1599,35,30,507,3426
1599,106,39,1002,10500
1599,106,39,935,9413
1599,42,39,771,6205
1599,45,39,941,9539
1599,45,39,981,10365
1599,42,39,903,8696
1599,29,18,135,380
1599,41,36,757,6214
1599,79,18,172,562
1599,29,18,198,733
1599,106,18,198,733
1599,45,18,135,380
1599,36,18,135,380
1599,79,36,888,9766
1599,38,33,665,5078
1599,106,36,848,8401
1599,38,18,135,380
1599,45,36,860,8810
1599,23,3,0,0
1599,36,33,637,4877
1599,38,36,728,6145
1599,38,36,710,5736
1599,36,27,324,1596
1599,38,36,783,7973
1599,36,30,463,2798
1599,23,3,0,0
1599,38,36,660,5658
1599,23,3,0,0
1599,38,36,851,9063
1599,79,15,90,190
1599,79,18,258,990
1599,79,15,90,190
1599,79,33,888,8577
1599,79,18,135,380
1599,106,36,1612,18227
1599,79,26,433,2245
1599,106,33,1382,13909
1599,79,36,1327,14748
1599,79,33,854,7475
1599,79,3,0,0
1599,79,9,27,19
1599,79,21,292,1265
1599,79,33,726,6205
1599,79,18,135,380
1599,79,3,0,0
1599,79,18,152,475
1599,79,12,64,113
1599,79,12,54,76
1599,79,36,869,8656
1599,79,12,71,123
1599,79,6,12,0
1599,79,36,892,9136
1599,79,27,324,1596
1599,79,9,27,19
1599,79,3,0,0
1599,79,36,787,7973
1599,79,30,547,3792
1599,79,12,54,76
1599,79,15,90,208
1599,79,15,101,250
1599,79,0,0,0
1599,79,6,12,0
1599,79,12,64,113
1599,79,0,0,0
1599,79,3,0,0
1599,79,26,409,2085
1599,79,36,662,5658
1599,79,3,0,0
1599,79,0,0,0
1599,79,9,37,30
1599,79,15,90,190
1599,79,21,258,1137
1599,79,18,135,380
1599,79,0,0,0
1599,79,12,54,76
