"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex","5,2-HhIndex"
1924,108,24,132,209
1923,107,13,41,38
1922,107,3,0,0
1922,106,3,0,0
1922,106,3,0,0
1922,106,9,18,19
1922,106,0,0,0
1934,108,47,490,1165
1922,106,6,9,0
1923,107,6,9,0
1923,107,12,42,49
1839,106,21,84,119
1607,26,18,63,83
1671,52,21,123,183
1652,47,21,123,183
1628,40,18,65,84
1661,49,18,83,114
1604,17,9,27,24
1604,18,9,27,24
1842,107,21,84,119
1657,48,21,84,119
1852,108,42,387,812
1646,50,33,198,363
1693,61,39,348,716
1680,58,38,319,657
1620,26,9,18,19
1622,29,9,18,19
1642,50,21,102,147
1839,106,13,38,38
1842,107,18,63,83
1855,108,45,400,940
1839,106,6,9,0
1872,111,54,684,1901
1871,111,54,657,1742
1873,110,47,441,1011
1839,106,6,9,0
1843,107,21,91,129
1856,109,42,362,788
1865,110,51,602,1563
1844,107,24,135,211
1842,106,18,89,116
1839,106,9,18,19
1840,106,13,54,64
1839,106,9,27,21
1841,106,15,50,61
1839,106,3,0,0
1844,107,24,160,256
1839,106,3,0,0
1839,106,9,18,19
1845,107,32,213,376
1839,106,18,68,89
1848,108,37,275,554
1840,106,12,30,34
1850,108,39,311,642
1839,106,12,35,38
1840,106,12,30,34
1845,108,30,180,300
1840,106,15,45,55
1839,106,12,30,34
1840,106,12,30,34
1839,106,3,0,0
1839,106,6,9,0
1839,106,9,27,19
1840,106,14,45,52
1839,106,0,0,0
1842,106,18,74,97
1839,106,9,27,23
1854,108,45,456,1036
1839,106,6,9,0
1839,106,6,9,0
1843,106,18,79,101
1839,106,3,0,0
1839,106,15,45,55
1839,106,0,0,0
1839,106,6,9,0
1842,107,19,94,131
1843,107,25,132,209
1839,106,9,18,19
1840,106,9,18,19
1852,108,42,386,841
1840,106,12,45,38
1839,106,0,0,0
1839,106,6,9,0
1839,106,3,0,0
1839,106,6,9,0
1839,106,9,18,19
1841,106,12,45,49
1839,106,3,0,0
1625,37,11,28,27
1605,18,10,27,27
1602,15,7,13,0
1656,45,3,0,0
1600,3,0,0,0
1603,7,0,0,0
1620,37,3,0,0
1599,9,9,18,19
1701,63,44,391,877
1686,61,44,409,928
1680,56,21,117,168
1680,59,43,356,839
1625,39,12,35,39
1624,37,9,18,19
1625,37,9,18,19
1624,38,9,27,23
1626,40,15,45,55
1624,35,6,9,0
1624,36,9,27,19
1630,42,24,108,164
1627,39,12,31,34
1624,37,9,18,19
1626,39,12,40,38
1625,37,12,30,34
1679,54,28,182,336
1659,51,28,173,308
1611,25,9,18,19
1605,24,12,30,34
1608,26,18,63,83
1602,11,0,0,0
1599,5,0,0,0
1600,9,3,0,0
1740,71,53,656,1742
1733,69,51,604,1596
1670,46,9,18,19
1674,49,12,42,49
1673,49,18,63,83
1672,49,12,35,39
1671,46,6,9,0
1671,47,9,18,19
1673,48,9,18,19
1671,46,6,9,0
1673,51,15,54,70
1696,61,42,413,908
1670,45,0,0,0
1670,50,15,56,70
1670,45,6,9,0
1670,46,9,18,19
1674,49,11,28,31
1675,51,18,81,111
1718,65,50,585,1441
1657,48,18,63,83
1658,47,12,38,40
1657,47,9,18,19
1659,49,21,84,119
1656,45,0,0,0
1656,46,9,27,23
1681,60,45,430,973
1656,45,6,9,0
1657,46,6,9,0
1656,45,3,0,0
1656,45,6,9,0
1658,48,12,37,38
1659,49,18,63,83
1656,45,0,0,0
1656,45,6,9,0
1677,57,39,324,653
1650,45,9,18,19
1650,45,9,18,19
1650,45,9,18,19
1658,56,36,314,612
1651,49,18,63,83
1664,57,42,348,746
1666,57,42,369,773
1655,50,27,135,219
1659,56,40,342,725
1660,54,33,235,440
1654,48,18,83,110
1674,56,24,126,190
1658,55,39,300,608
1654,49,18,63,83
1653,49,13,51,59
1652,49,15,54,70
1650,47,6,9,0
1653,48,12,38,38
1652,47,9,27,24
1674,61,45,477,1171
1651,48,12,42,49
1626,37,12,32,34
1608,20,12,33,34
1602,11,9,18,19
1629,40,12,30,34
1604,16,6,9,0
1631,42,24,123,183
1631,45,30,189,328
1625,37,12,42,49
1639,48,36,267,517
1624,37,9,18,19
1624,35,3,0,0
1627,39,18,63,83
1628,40,21,84,119
1627,39,18,63,83
1625,35,9,18,19
1625,36,12,30,34
1627,38,15,54,64
1646,53,39,297,593
1625,37,12,30,34
1627,37,12,30,34
1623,34,0,0,0
1655,46,15,45,55
1651,41,0,0,0
1654,45,15,45,55
1654,45,21,84,119
1675,59,42,378,819
1651,43,6,9,0
1651,42,3,0,0
1651,45,15,56,70
1658,50,24,132,209
1651,41,3,0,0
1608,17,6,9,0
1622,35,18,63,83
1608,17,9,18,19
1603,14,9,18,19
1603,13,12,30,34
1600,9,9,18,19
1600,9,9,18,19
1600,9,9,18,19
1599,2,0,0,0
1600,12,9,18,19
1600,13,10,27,21
1599,10,9,18,19
1599,11,9,27,19
1602,10,3,0,0
1599,4,3,0,0
1603,15,9,18,19
1599,9,0,0,0
1621,38,9,18,19
1605,19,3,0,0
1602,15,9,18,19
1615,27,12,30,34
1600,6,0,0,0
1621,38,12,30,34
1621,38,21,84,119
1604,17,9,18,19
1604,16,0,0,0
1611,25,17,60,76
1604,17,9,18,19
1627,43,21,84,119
1599,10,9,18,19
1621,44,33,249,457
1616,43,36,258,494
1616,36,27,159,264
1615,40,33,225,418
1604,23,12,30,34
1612,27,12,30,34
1604,23,12,30,34
1628,50,39,346,696
1599,3,3,0,0
1599,3,3,0,0
1600,6,3,0,0
1614,32,18,63,83
1616,34,18,78,104
1601,19,15,45,55
1599,3,3,0,0
1602,13,12,30,34
1601,13,12,30,34
1603,15,12,42,49
1616,30,13,42,49
1628,47,41,339,710
1621,44,39,306,635
1618,35,21,84,119
1613,24,6,9,0
1632,53,42,387,860
1615,30,12,30,34
1600,9,6,9,0
1599,9,6,9,0
1600,14,9,18,19
1599,11,9,18,19
1604,17,3,0,0
1599,3,3,0,0
1599,2,0,0,0
1600,7,3,0,0
1622,45,39,300,608
1617,30,12,30,34
1618,33,18,63,83
1620,34,15,54,70
1616,26,3,0,0
1635,54,43,414,911
1617,34,18,78,104
1625,44,27,135,219
1601,14,12,35,38
1616,42,36,267,532
1606,23,12,30,34
1606,23,12,30,34
1628,51,42,381,826
1599,0,0,0,0
1620,36,3,0,0
1616,37,30,192,340
1608,22,9,18,19
1608,19,6,11,0
1614,29,18,63,83
1629,47,33,222,404
1623,33,15,45,55
1602,16,15,54,70
1602,15,15,45,55
1599,2,0,0,0
1600,8,6,9,0
1602,16,15,45,55
1600,5,0,0,0
1601,7,3,0,0
1603,14,9,18,19
1599,9,9,18,19
1601,13,12,30,34
1622,35,21,84,119
1600,11,9,18,19
1600,13,9,27,19
1599,7,3,0,0
1599,6,6,9,0
1599,6,6,9,0
1603,18,12,30,34
1601,15,9,18,19
1599,5,3,0,0
1600,14,9,27,19
1604,17,3,0,0
1627,49,38,300,608
1601,9,3,0,0
1599,1,0,0,0
1620,38,9,27,21
1603,15,6,9,0
1599,10,9,18,19
1599,12,12,30,34
1599,5,3,0,0
1626,41,15,54,70
1604,18,12,30,34
1601,8,3,0,0
1599,3,3,0,0
1600,7,6,9,0
1603,15,9,18,19
1599,2,0,0,0
1599,3,3,0,0
1602,13,12,30,34
1599,6,6,9,0
1621,39,12,30,34
1603,14,9,18,19
1599,0,0,0,0
1601,9,3,0,0
1620,36,0,0,0
1601,9,0,0,0
1599,0,0,0,0
1602,13,6,9,0
1602,15,12,30,34
1603,15,9,18,19
1601,9,3,0,0
1599,3,3,0,0
1000,39,19,81,111
1168,49,19,81,111
1146,48,19,81,111
856,29,19,81,111
902,33,18,63,83
760,8,0,0,0
493,18,12,42,49
715,18,12,42,49
725,18,12,42,49
355,17,12,30,34
963,46,21,81,121
950,49,21,97,138
522,22,16,60,76
631,34,21,97,138
691,38,18,81,114
1112,56,21,81,121
818,32,21,81,111
870,38,18,70,93
742,23,16,60,76
819,33,21,97,138
727,17,6,9,0
868,39,18,81,114
306,21,16,60,76
388,21,15,45,55
515,31,18,78,104
1488,71,12,33,34
783,19,6,9,0
738,6,0,0,0
1250,20,6,9,0
1455,63,20,81,111
770,24,15,45,55
1012,43,20,81,111
1003,42,20,90,132
867,38,18,63,83
72,4,3,0,0
1377,45,21,92,129
1252,22,14,45,49
1366,47,20,81,111
1301,37,18,74,97
1244,15,9,27,19
1243,13,9,18,19
594,26,15,45,55
572,22,14,42,49
863,38,20,81,111
723,36,18,74,97
355,20,12,35,38
121,13,9,27,19
119,11,9,18,19
694,33,18,63,83
543,14,0,0,0
320,14,9,18,19
75,10,9,18,19
974,33,21,84,119
1179,56,45,396,904
1249,60,44,387,890
1076,50,44,357,799
1245,58,42,348,757
1185,57,45,396,904
1029,46,39,273,559
957,27,12,30,34
1542,78,45,432,1015
1028,45,35,231,441
1445,72,45,432,1015
1188,57,45,432,994
1152,56,45,432,1015
1144,51,45,396,904
936,39,21,84,119
1329,39,21,84,119
1174,38,21,84,119
794,40,21,84,119
1140,63,48,535,1372
961,56,45,477,1128
879,50,36,261,509
1147,53,42,315,679
1081,57,47,489,1211
915,52,42,380,831
875,50,37,270,545
854,46,30,192,340
1457,64,48,562,1427
821,43,22,109,176
1331,63,48,558,1351
949,52,42,384,850
847,46,30,180,376
801,34,3,0,0
1082,64,48,561,1416
1044,62,48,565,1427
830,42,21,105,155
1031,60,48,561,1416
932,53,41,371,855
817,42,21,135,189
801,36,6,9,0
805,38,15,45,55
800,34,6,9,0
809,38,18,92,127
800,35,18,63,83
800,35,18,63,83
800,35,18,63,83
800,34,0,0,0
1034,54,45,435,1008
968,47,37,294,587
1155,57,48,448,1091
993,51,42,380,831
963,46,37,270,545
948,43,30,192,340
1502,73,50,558,1425
928,39,22,112,176
992,47,36,264,519
1403,69,48,549,1354
1017,52,42,408,928
945,42,27,162,274
1155,62,49,552,1398
1111,60,49,558,1425
1105,57,48,518,1296
915,29,6,9,0
1001,53,41,371,827
919,32,9,18,19
917,33,15,45,55
1052,47,42,315,679
972,52,45,438,1024
705,44,36,270,545
1396,56,46,477,1128
1262,54,45,477,1128
825,46,42,315,679
974,55,45,477,1128
933,54,45,477,1128
921,52,45,477,1128
803,45,39,309,650
1346,47,38,267,532
637,39,33,198,363
1209,46,37,267,532
560,35,27,135,219
897,50,38,294,587
839,49,36,267,532
822,45,36,261,509
1148,57,42,315,679
1514,66,42,348,757
1004,43,33,198,363
1413,60,42,348,757
1159,54,42,348,757
1124,52,42,348,757
1118,49,42,315,679
930,22,9,18,19
930,48,41,348,755
1466,64,48,483,1156
829,28,12,30,34
1353,60,48,483,1156
958,49,42,354,784
866,39,27,135,219
1091,57,47,489,1211
1056,56,47,483,1156
1045,53,45,488,1211
945,48,40,309,650
608,38,30,192,340
1361,50,42,380,831
1228,50,42,348,755
759,44,39,303,625
930,51,42,348,755
877,51,42,380,831
865,50,41,348,755
730,43,36,261,509
1344,47,36,270,545
1199,45,36,270,545
892,49,36,270,545
834,49,37,270,545
817,45,36,270,545
669,41,36,234,454
1334,44,30,192,340
677,38,30,165,285
814,45,30,192,340
647,37,27,135,219
460,23,9,18,19
763,35,12,30,34
1321,40,21,105,155
1366,50,37,297,597
1669,93,49,592,1465
1383,56,43,408,928
1450,70,51,592,1465
1445,63,50,592,1541
1326,40,23,105,155
1437,61,48,558,1351
1365,54,41,371,855
1319,32,9,18,19
1318,31,6,9,0
845,40,22,112,176
780,41,22,112,176
602,33,21,93,140
419,19,15,45,55
1231,50,36,297,597
753,41,33,198,363
929,50,37,297,597
875,49,36,297,597
832,36,12,30,34
419,17,9,18,19
1256,51,42,387,862
1342,63,48,592,1465
1313,60,48,592,1465
1171,39,21,105,155
1307,59,48,558,1351
1237,51,41,345,769
1160,34,12,30,34
959,52,42,387,862
923,51,42,408,928
911,50,42,354,784
602,22,6,9,0
869,44,29,180,313
786,40,27,167,282
479,28,18,118,161
471,26,18,85,113
456,22,18,63,83
456,22,18,63,83
456,22,18,63,83
1060,61,49,592,1465
1053,59,46,560,1416
948,52,41,345,774
824,32,6,9,0
841,40,21,93,126
828,35,15,45,55
823,32,12,30,34
833,37,15,54,76
823,32,12,30,34
823,31,0,0,0
789,41,23,105,155
1007,56,48,558,1351
900,52,41,371,855
776,40,18,63,83
759,33,9,18,19
762,36,15,45,55
756,32,6,9,0
610,33,21,84,119
888,50,40,345,741
745,32,14,42,49
379,9,6,9,0
583,27,15,45,55
417,19,9,27,24
390,12,9,18,19
419,20,9,27,24
412,19,12,30,34
436,24,18,75,98
412,19,12,30,34
416,22,18,63,83
416,22,18,63,83
416,22,18,63,83
385,10,6,9,0
403,17,12,30,34
377,12,12,30,34
403,17,12,30,34
398,14,3,0,0
407,19,18,63,83
407,19,18,63,83
407,19,18,63,83
385,18,18,63,83
385,18,18,63,83
385,18,18,63,83
1283,28,9,18,19
1115,26,9,18,19
221,8,6,9,0
1637,86,9,18,19
1235,8,6,9,0
1043,8,6,9,0
16,3,3,0,0
1061,13,6,9,0
1256,57,31,227,402
1127,54,42,363,765
1090,53,42,369,776
1059,47,27,159,264
1247,60,42,364,799
1193,57,42,333,714
1221,60,42,393,840
976,36,24,135,211
1552,77,43,396,866
1450,71,42,362,811
1125,57,42,394,866
1047,47,39,306,629
976,35,24,135,211
1010,46,39,278,567
1014,47,38,273,540
944,25,6,9,0
953,27,12,30,34
1047,50,39,311,657
941,22,0,0,0
1178,48,18,81,111
787,21,18,63,83
1494,71,18,81,111
1394,65,18,81,111
887,30,18,63,83
1182,49,22,144,219
801,26,21,84,119
909,35,21,84,119
796,24,21,84,119
1496,71,22,144,219
1398,65,22,144,219
1067,36,21,105,155
1308,64,47,459,1057
1178,54,46,435,1006
1161,51,41,369,778
1314,62,44,417,940
1256,62,47,426,987
1090,34,18,78,104
1143,50,39,312,670
1292,55,33,192,339
1595,82,48,504,1208
1087,36,21,84,119
1491,75,48,504,1199
1254,61,48,477,1138
1227,58,48,438,1020
1223,58,46,432,994
1097,37,21,116,168
1489,71,21,102,147
1388,63,21,102,147
772,22,21,102,147
769,22,21,84,119
772,22,21,102,147
769,22,21,84,119
1183,49,21,136,210
1258,58,33,210,366
1250,60,45,405,904
1236,59,39,374,797
1318,65,48,473,1140
1178,46,18,78,104
1221,57,39,312,670
1353,61,36,310,582
1186,49,21,102,147
1196,52,24,141,220
1178,48,18,63,83
1179,48,21,102,147
1630,85,51,569,1436
1222,56,36,257,478
1530,79,51,568,1436
1174,48,18,63,83
1313,64,46,476,1123
1295,63,45,426,986
1275,57,32,231,410
1232,55,30,189,377
1292,61,44,395,907
1186,48,21,102,147
1189,48,21,99,139
1181,47,15,50,61
1166,44,6,9,0
1171,44,12,33,34
1184,48,21,115,167
1166,44,6,9,0
1172,44,15,45,55
1125,56,44,402,877
1095,48,30,215,373
1267,66,46,475,1093
1212,61,42,381,807
996,38,20,99,139
1240,64,45,423,929
1058,49,38,294,594
1560,78,46,477,1108
1070,46,27,186,323
1462,73,45,441,993
1212,51,30,231,398
1185,48,27,167,282
1152,56,42,364,765
1081,49,39,300,607
1014,40,21,102,147
992,37,18,63,83
1044,49,39,303,620
1049,50,39,305,643
993,37,18,63,83
1078,54,42,359,780
991,36,18,63,83
1152,48,19,81,111
820,28,19,81,111
798,24,21,84,119
1496,71,22,137,210
1398,65,22,137,210
809,26,19,81,111
773,16,9,18,19
1250,62,45,417,922
1193,60,42,407,890
1222,60,45,409,889
1021,47,36,294,581
1554,78,45,447,1005
1455,72,42,408,882
1197,50,28,180,299
1124,56,42,369,776
1043,48,39,330,673
951,34,18,63,83
1010,47,39,303,620
1014,48,39,300,607
945,31,12,30,34
951,32,15,45,55
1044,51,42,342,722
941,27,9,18,19
944,30,9,27,20
1042,49,39,327,679
1245,59,44,405,904
1183,57,45,376,843
943,33,18,72,95
1536,79,48,451,1058
1442,71,48,451,1058
1188,56,46,435,1006
1148,54,45,396,903
1121,45,26,129,199
1143,51,45,393,889
928,29,12,30,34
937,31,15,54,70
1229,57,40,367,757
995,44,33,198,363
1204,55,33,249,460
1527,78,45,440,1001
1433,71,44,441,1001
1174,52,41,361,767
1129,51,39,331,696
1095,48,30,183,308
921,35,19,81,111
885,29,12,30,34
876,23,0,0,0
1319,71,48,600,1433
1165,49,20,99,139
1342,74,48,489,1094
1207,56,38,294,594
1164,51,18,63,83
1187,52,24,126,192
1637,85,54,704,1836
1215,56,36,294,586
1540,78,54,675,1730
1155,45,6,9,0
1317,63,45,475,1123
1296,61,45,408,911
1268,60,42,382,809
1225,57,39,307,643
1292,59,42,360,802
1176,50,21,102,147
1160,47,18,63,83
1196,55,39,303,620
1200,56,39,304,628
1158,46,12,30,34
1170,49,18,78,104
1162,46,15,45,55
1215,59,42,355,760
1161,47,18,63,83
1174,48,18,78,104
1087,38,12,30,34
790,20,12,30,34
770,17,12,30,34
1390,63,12,54,64
1148,52,39,278,595
1297,66,45,448,937
1140,51,36,258,493
1119,45,25,132,209
1592,83,54,675,1689
1080,35,9,18,19
1496,76,52,645,1591
1265,63,48,451,1064
1236,60,45,415,949
1211,58,42,351,718
1156,52,39,302,628
1235,58,45,400,958
1106,43,22,105,155
1129,51,37,264,518
1153,54,39,300,607
1102,42,21,102,147
1492,71,18,72,95
1393,64,18,72,95
1045,34,18,72,95
777,20,12,30,34
1491,71,18,78,104
1104,36,18,78,104
768,15,6,9,0
798,23,15,45,55
1025,26,6,9,0
1515,76,39,314,670
1420,70,39,306,637
1156,50,39,314,670
1113,50,39,306,637
1108,46,39,273,559
886,31,21,84,119
1145,47,18,81,111
863,30,20,99,139
1390,62,20,99,139
1054,33,18,63,83
898,34,18,63,83
1179,55,38,294,594
1144,48,18,63,83
1628,82,48,523,1236
1192,53,27,183,316
1525,76,48,488,1123
1240,64,42,394,840
1198,55,39,330,673
1154,48,21,140,223
1143,46,18,63,83
1169,55,39,303,620
1139,43,6,10,0
1173,55,39,309,643
1143,44,12,30,34
1138,44,6,9,0
1143,46,18,63,83
1139,44,12,30,34
1147,48,16,60,76
1143,46,15,45,55
1190,57,42,360,780
1143,45,18,63,83
1137,43,3,0,0
1137,43,3,0,0
1139,44,9,18,19
1137,43,3,0,0
1137,42,0,0,0
1500,71,21,123,183
1403,65,24,135,211
1013,37,22,123,183
809,25,18,63,83
857,31,21,84,119
915,35,21,84,119
775,12,0,0,0
1518,75,36,294,581
1421,69,36,258,494
963,42,34,225,417
919,42,36,228,428
924,43,35,225,432
971,45,36,261,529
845,28,18,63,83
1492,71,18,63,83
1393,64,18,63,83
1506,72,27,171,298
1410,65,27,171,298
1072,38,26,132,209
826,28,18,78,104
813,26,18,78,104
1494,71,18,63,83
1394,65,18,70,93
884,30,18,63,83
756,13,6,9,0
1496,71,21,102,147
1395,65,21,102,147
775,18,12,30,34
1044,29,12,30,34
1494,71,21,84,119
1519,76,38,327,671
1741,102,58,746,2021
1489,71,21,123,183
1489,71,21,105,155
1489,71,21,123,183
1492,71,18,63,83
1589,85,51,561,1389
1489,71,21,105,155
1575,81,48,491,1192
1562,78,45,414,915
1488,71,21,84,119
1532,75,39,330,673
1570,81,46,439,1048
1499,71,24,160,256
1510,73,39,307,656
1513,73,39,309,643
1487,71,12,30,34
1495,71,17,77,97
1486,69,3,0,0
1491,70,18,63,83
1495,71,18,94,131
1525,75,42,362,798
1489,71,12,42,49
1485,69,3,0,0
1492,71,23,126,198
1485,69,3,0,0
1486,69,6,9,0
1485,69,3,0,0
1486,69,15,54,70
1485,69,6,9,0
1485,69,0,0,0
1485,69,9,18,19
1485,69,0,0,0
1485,69,0,0,0
1394,64,21,84,119
1041,35,21,84,119
777,16,9,18,19
750,12,3,0,0
1424,70,38,323,671
1158,50,36,294,575
1115,47,36,255,507
985,41,21,102,147
879,33,17,60,76
1389,63,21,123,183
1388,63,21,105,155
1389,63,21,123,183
1392,65,18,63,83
1494,75,51,549,1352
1388,63,21,105,155
1483,74,48,491,1192
1465,72,42,382,824
1387,63,21,84,119
1383,62,6,9,0
1434,70,39,333,713
1479,74,46,440,1048
1400,64,24,135,211
1403,64,24,160,256
1415,67,36,275,554
1417,67,39,282,575
1386,63,12,30,34
1396,64,16,72,91
1395,63,18,94,131
1429,69,41,332,711
1389,63,12,42,49
1385,62,15,54,70
1383,60,9,18,19
772,22,21,105,155
776,23,21,123,183
772,22,21,105,155
769,22,21,84,119
772,22,21,105,155
769,22,21,105,155
765,22,21,84,119
772,22,21,105,155
769,22,21,84,119
1235,60,48,489,1171
1233,57,45,432,994
1110,40,22,126,192
1096,29,6,9,0
765,22,21,84,119
1207,54,45,396,904
1082,48,39,294,585
994,35,18,63,83
1044,46,39,278,567
1049,48,38,264,519
995,33,18,63,83
994,33,15,45,55
1080,51,39,311,657
989,31,9,18,19
902,34,24,123,183
953,42,35,237,450
878,30,18,63,83
993,44,37,264,518
874,28,12,30,34
1039,33,15,54,70
860,32,18,63,83
863,33,21,84,119
802,25,17,60,76
918,36,21,84,119
782,18,9,18,19
746,7,0,0,0
909,43,37,264,518
958,46,39,307,656
738,8,6,9,0
849,30,15,45,55
963,47,39,305,643
839,29,18,63,83
901,32,15,45,55
799,22,9,18,19
763,13,3,0,0
757,10,0,0,0
885,30,12,30,34
738,10,9,18,19
731,6,6,9,0
731,6,6,9,0
731,6,6,9,0
1068,45,30,186,321
1023,40,25,129,200
1164,51,31,204,357
1202,52,33,224,410
942,31,21,102,147
1514,70,33,236,446
1412,65,33,243,482
1097,52,32,234,446
1011,38,30,186,321
942,31,21,102,147
954,35,21,84,119
1010,43,22,105,155
910,20,9,18,19
894,54,45,477,1137
858,43,27,135,219
1086,58,45,522,1312
1017,54,45,443,976
806,50,42,402,922
1069,62,46,522,1312
753,38,19,81,111
1424,60,45,488,1137
1292,55,42,380,799
925,58,45,515,1312
844,48,39,294,584
783,46,36,314,612
808,49,42,342,725
815,50,42,369,773
754,40,27,135,219
784,47,39,342,725
777,42,33,222,404
777,45,38,300,608
856,54,45,477,1157
1061,56,45,477,1137
983,54,43,436,945
768,49,39,369,823
1044,59,45,496,1203
1410,58,45,496,1148
1278,53,41,357,730
892,58,45,496,1203
806,48,39,294,588
769,49,41,342,725
777,49,40,333,688
706,40,27,144,234
743,46,39,306,636
732,42,31,207,376
689,33,18,63,83
734,43,36,264,520
823,52,45,442,1037
676,26,9,18,19
694,35,18,78,104
1028,47,27,135,219
1009,50,28,180,300
1383,50,28,180,300
1252,49,28,180,300
854,50,27,180,300
770,34,21,84,119
587,12,0,0,0
1148,59,45,443,997
973,50,42,402,922
1176,65,47,522,1312
1524,64,45,489,1137
1419,60,42,381,827
1087,59,45,516,1312
1011,49,39,302,620
942,37,21,102,147
955,46,36,314,612
977,49,42,342,725
983,51,42,369,794
930,40,27,135,219
957,47,39,342,725
954,43,33,222,404
951,44,37,300,608
1012,55,45,477,1157
911,29,6,9,0
890,48,39,333,689
1135,61,45,472,1068
1475,63,45,446,971
1354,59,40,334,715
1013,56,44,470,1068
930,48,37,296,606
852,37,22,105,155
866,44,34,249,463
894,48,39,300,610
866,45,39,303,623
938,44,21,84,119
861,43,36,267,532
825,31,12,30,34
939,51,42,405,876
834,34,18,63,83
958,53,42,403,922
1349,50,39,366,768
802,53,41,402,922
624,43,35,255,484
655,44,39,270,545
664,44,37,264,520
580,36,27,144,234
628,44,39,342,725
612,39,30,192,340
614,42,38,300,608
716,49,42,377,856
566,31,18,78,104
920,44,20,93,157
1508,64,46,518,1239
1398,61,45,414,912
903,42,11,30,33
1062,67,47,535,1413
994,54,39,324,650
937,51,36,314,612
902,41,12,30,34
960,53,42,342,725
964,53,42,369,773
918,46,27,144,234
939,52,40,342,725
936,49,33,235,440
903,41,15,54,70
906,42,15,61,76
1003,48,22,105,155
935,50,39,300,608
902,41,15,45,55
906,43,12,38,43
907,42,14,47,55
994,58,45,477,1157
899,41,9,18,19
899,40,6,9,0
912,43,18,78,104
900,41,9,18,19
899,41,6,9,0
899,38,0,0,0
1333,39,21,123,183
1188,38,24,144,224
463,22,15,50,61
755,45,24,139,209
492,27,18,63,83
582,32,21,84,119
472,24,15,66,82
464,23,15,55,70
660,37,21,84,119
453,19,15,45,55
1178,37,19,81,111
746,44,18,81,111
446,18,15,45,55
449,19,15,45,55
445,17,15,45,55
653,35,18,63,83
1682,90,43,393,860
1426,62,45,513,1252
1378,51,39,294,585
1353,50,42,346,746
1355,50,40,333,688
1333,47,39,306,636
1335,44,31,207,376
1368,49,22,105,155
1332,45,36,264,520
1373,54,44,443,1003
1325,35,18,63,83
1320,27,3,0,0
1295,58,42,410,932
1241,49,39,333,690
1187,38,24,135,211
1191,45,30,186,319
1210,47,36,242,477
1212,47,36,267,520
1194,42,30,180,300
1170,34,18,74,97
1239,47,22,105,155
1231,51,39,333,694
1160,26,3,0,0
727,43,15,63,76
440,18,15,45,55
428,18,15,53,61
431,17,9,18,19
417,16,15,45,55
842,54,39,324,653
777,50,36,314,612
807,53,39,347,746
813,53,40,369,773
747,45,27,144,234
778,52,39,342,725
770,49,33,235,440
732,43,18,91,145
858,47,22,105,155
770,50,39,300,608
728,44,17,70,87
731,44,13,35,40
852,56,45,477,1171
719,41,9,18,19
719,41,9,18,19
720,43,9,18,19
719,41,9,18,19
721,41,15,45,55
735,44,18,78,104
721,43,9,18,19
719,42,6,9,0
586,27,12,30,34
453,19,12,30,34
624,34,24,123,183
659,40,30,162,274
583,27,12,42,49
697,43,34,236,445
598,31,18,63,83
580,25,12,30,34
593,29,15,54,64
753,46,37,261,506
594,32,18,63,83
397,4,3,0,0
631,42,33,216,385
585,42,34,228,429
567,36,27,159,264
572,39,33,225,418
685,45,36,314,612
409,13,12,30,34
423,15,12,42,49
660,44,39,300,610
625,43,39,270,545
714,48,42,346,746
635,43,36,264,520
567,30,18,63,83
721,49,42,369,773
656,38,27,135,219
448,17,9,18,19
470,22,15,45,55
574,41,36,267,532
688,46,39,342,725
554,37,30,192,340
676,41,33,222,404
478,19,9,18,19
421,16,15,54,70
414,15,15,45,55
418,16,15,45,55
440,20,15,55,70
429,17,15,45,55
677,44,37,300,608
418,16,15,45,55
420,13,12,30,34
624,29,9,18,19
402,9,9,18,19
402,9,9,18,19
402,9,9,18,19
429,10,3,0,0
402,4,0,0,0
390,20,9,18,19
740,21,18,63,83
1455,65,19,81,111
1334,57,19,81,111
714,15,12,30,34
854,25,18,63,83
1254,21,18,63,83
1074,21,18,63,83
95,12,9,18,19
97,14,9,27,19
1645,88,19,81,111
1307,31,18,63,83
1244,14,9,18,19
1132,32,18,63,83
1059,13,9,18,19
1060,15,9,27,19
283,15,12,30,34
59,10,9,18,19
949,42,12,42,49
940,45,12,42,49
676,33,12,30,34
1103,52,12,42,49
691,8,3,0,0
853,36,12,30,34
850,37,12,30,34
758,25,21,84,119
871,35,21,84,119
750,24,21,84,119
1457,65,22,144,219
1337,58,22,144,219
1015,43,21,105,155
154,21,21,84,119
1261,26,21,84,119
1086,26,21,84,119
1314,37,21,84,119
1150,36,21,84,119
719,32,21,84,119
1259,24,21,84,119
1082,24,21,84,119
1646,89,22,144,219
1382,45,21,105,155
1241,46,21,105,155
1139,60,48,508,1201
1079,54,36,276,554
1118,56,39,364,763
1223,63,48,471,1164
1043,45,21,111,159
1072,52,36,270,542
1097,58,45,448,1037
1033,41,7,13,0
1264,54,32,189,328
1071,54,39,270,596
1029,42,9,18,19
1061,50,33,222,405
1558,78,53,627,1681
1038,47,22,112,176
1453,73,51,621,1597
1126,58,43,385,895
1060,48,27,162,274
1211,68,51,608,1592
1192,66,51,587,1524
1186,66,49,582,1479
1036,44,21,84,119
1105,58,45,447,1037
1027,40,3,0,0
1053,47,24,132,209
1029,40,12,30,34
1052,45,22,118,174
1029,40,12,30,34
1027,42,15,45,55
1026,39,0,0,0
