"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
1725,59,39,576,3287
1621,39,12,54,76
1733,58,39,675,4864
1669,51,27,288,1140
1903,76,57,1305,11704
1630,42,15,90,190
1659,48,18,135,380
1608,33,3,0,0
2007,75,33,405,1919
1865,80,51,981,7372
1654,64,48,900,6707
1435,35,15,81,133
1601,59,39,675,4826
1619,60,42,720,5016
1426,33,12,54,76
1530,50,30,378,1881
1426,32,12,54,76
1442,35,12,54,76
1461,38,18,135,380
1708,68,45,855,6555
993,23,12,54,76
972,15,0,0,0
1070,68,45,801,5719
855,42,18,135,380
1017,64,45,891,7277
1035,65,48,909,6935
899,51,30,360,1710
981,60,42,792,6270
946,57,36,531,3097
877,47,18,135,380
954,58,39,675,4864
855,42,18,117,247
1124,75,57,1251,10697
851,41,15,81,133
851,41,15,90,190
880,48,24,189,513
841,36,9,27,19
839,37,9,27,19
847,40,12,45,38
824,50,39,621,4009
625,24,9,27,19
666,31,18,135,380
679,35,21,189,665
913,54,39,675,4826
412,13,12,54,76
382,4,0,0,0
433,14,3,0,0
578,26,12,54,76
685,30,12,54,76
771,51,45,882,7049
717,47,42,792,6251
626,35,21,189,665
860,58,51,1035,8702
735,46,39,684,5035
631,30,18,135,380
878,58,48,981,8056
742,41,27,324,1596
498,25,15,90,190
654,42,36,594,4180
824,53,45,891,7296
672,24,3,0,0
619,38,30,405,2280
555,32,18,135,380
789,49,33,477,2812
501,20,9,27,19
427,10,3,0,0
797,49,39,675,4864
460,20,12,54,76
425,16,12,54,76
379,4,3,0,0
431,14,6,9,0
402,12,9,27,19
440,18,9,27,19
405,12,9,27,19
1234,52,42,738,5320
1785,71,48,954,7562
1590,67,48,954,7562
1148,59,45,882,7106
1057,59,42,783,6080
1006,40,27,288,1140
816,49,36,540,3325
579,29,12,54,76
1530,74,45,873,7201
1055,32,18,135,380
2229,94,54,1125,9557
2034,84,51,1080,9367
1592,64,48,1017,8987
1501,60,45,918,7961
1450,57,24,243,950
1498,60,48,954,7961
2081,89,54,1242,11685
1886,82,54,1242,11685
1163,55,45,873,7201
1444,70,54,1215,11419
1353,62,51,1161,11134
1302,56,30,342,1425
1350,66,54,1215,11419
1112,53,42,747,5624
1609,44,21,162,437
1414,42,21,162,437
878,43,21,162,437
439,22,12,54,76
1684,60,39,693,5225
1489,55,39,693,5225
1047,53,39,693,5225
956,53,42,747,5510
953,55,42,747,5510
492,29,21,189,665
715,44,39,648,4465
1606,47,21,180,570
688,30,18,135,380
875,43,21,180,570
2585,141,78,1764,16416
1862,81,48,918,7391
2143,111,60,1494,14991
2052,89,57,1386,13775
2001,71,33,414,1881
1595,45,21,189,665
2049,94,69,1548,14117
1584,43,15,90,190
1811,72,48,945,7600
1550,31,3,0,0
1610,44,18,117,247
1549,30,3,0,0
1667,64,45,873,7201
1948,88,63,1503,14991
1857,89,57,1386,13775
1806,64,33,414,1881
1400,45,21,189,665
1854,92,66,1494,13851
1389,42,15,90,190
1616,67,48,945,7600
1415,43,18,117,247
1357,31,6,9,0
1354,29,3,0,0
1225,67,42,819,6916
1134,61,42,819,6916
1083,36,21,189,665
1131,60,45,864,7106
345,11,3,0,0
1415,75,57,1386,13775
1412,77,60,1422,13680
1174,60,45,891,7334
915,27,6,9,0
910,23,0,0,0
1321,73,57,1323,12654
860,38,24,207,684
1083,63,48,945,7619
824,26,6,9,0
836,31,12,45,38
1032,37,21,180,570
389,20,9,9,0
364,11,3,0,0
853,39,15,90,190
857,41,21,189,665
1080,63,45,855,6764
879,45,18,117,247
359,16,9,9,0
359,15,6,9,0
353,11,3,0,0
356,13,6,9,0
619,32,21,189,665
372,15,9,27,19
325,6,0,0,0
349,13,0,0,0
343,10,3,0,0
330,10,6,9,0
324,6,3,0,0
327,8,6,9,0
327,8,6,9,0
322,4,0,0,0
1542,42,3,0,0
1432,36,15,90,190
795,37,15,90,190
1591,61,39,549,3268
2429,123,45,783,5548
1987,104,57,828,5339
1896,74,39,684,5035
1893,78,39,657,4579
1403,29,9,27,19
1459,40,24,252,1064
1410,33,15,54,38
1432,42,27,144,228
1396,26,6,9,0
1400,28,9,27,19
1391,22,0,0,0
1399,28,6,9,0
1396,50,36,531,3249
954,57,39,549,3268
863,43,33,495,3135
399,29,18,108,209
367,20,9,27,19
358,14,0,0,0
1792,75,42,720,5149
1701,68,39,684,5035
1698,70,39,657,4579
1264,35,24,252,1064
1237,29,15,90,190
878,45,27,324,1596
784,38,27,324,1596
1259,65,39,684,5035
1256,66,42,675,4712
766,29,9,27,19
773,32,12,45,38
795,41,24,135,228
759,26,6,9,0
759,26,6,9,0
763,28,9,27,19
754,22,0,0,0
1165,54,36,594,4180
728,33,24,252,1064
665,19,6,9,0
218,18,12,36,19
185,9,6,9,0
204,13,6,9,0
208,15,9,27,19
207,13,6,9,0
1301,18,9,27,19
77,9,9,27,19
570,17,9,27,19
1251,9,9,27,19
1744,47,9,27,19
520,9,9,27,19
1607,83,36,513,2812
2153,91,51,981,7201
1958,79,51,981,7201
1516,59,42,756,5548
1425,57,39,657,4579
1374,57,30,378,1881
1476,30,6,9,0
1281,27,6,9,0
1683,62,36,576,3819
1488,58,36,576,3819
1046,51,36,576,3819
955,53,36,576,3819
714,42,30,405,2280
2158,83,45,738,4389
1963,74,45,738,4389
1379,78,33,441,2280
1010,34,21,180,570
1189,42,30,351,1539
927,18,3,0,0
2509,135,69,1449,11495
2067,105,54,1071,8645
1976,85,51,999,7771
1925,70,36,513,2736
1556,46,21,180,570
1735,68,45,747,4769
1513,42,9,27,19
1534,33,3,0,0
1472,27,0,0,0
1872,80,51,1053,8626
1781,83,51,999,7771
1730,61,36,513,2736
1361,44,21,180,570
1540,61,45,747,4769
1339,69,48,945,7486
849,23,6,9,0
1098,54,36,576,3819
876,29,9,27,19
1007,59,36,576,3819
748,24,6,9,0
762,28,6,9,0
745,22,3,0,0
956,36,24,234,855
263,6,3,0,0
239,1,0,0,0
1421,74,48,972,7885
1903,122,81,1674,13566
1438,74,48,927,6878
1324,57,24,252,1064
2449,127,96,2241,19304
2254,112,78,1773,14763
1228,43,6,9,0
1812,88,54,1062,8417
1721,78,45,882,7315
1670,91,60,1269,10450
1459,72,48,864,6042
1718,76,45,882,7315
1294,54,21,189,665
1369,67,42,720,4807
1235,47,15,81,133
1406,73,48,936,7334
1370,68,45,882,7068
1230,45,12,54,76
1343,64,39,684,5035
1231,44,9,27,19
1279,57,24,243,950
1513,86,57,1215,10393
1295,54,18,135,380
1240,47,15,90,190
706,11,9,27,19
1411,66,21,180,570
924,33,24,225,760
1762,55,24,225,760
1229,34,18,135,380
1021,44,18,135,380
1574,90,57,1251,10621
1109,53,42,738,5187
2120,86,51,1062,8797
1341,68,54,1134,9310
1040,50,42,729,5016
1077,52,42,792,6251
1095,54,42,774,5852
959,39,27,324,1596
1041,51,48,999,8455
1006,46,33,477,2812
1014,48,42,774,5852
1184,67,54,1161,9804
1428,62,15,90,190
1591,91,60,1206,9063
1399,64,21,144,380
2602,139,96,2088,16967
1569,79,33,414,1900
2407,124,78,1602,11913
1823,128,78,1719,14440
1612,91,48,918,6916
1378,56,9,27,19
1522,83,48,909,6555
1397,62,18,135,380
1371,52,3,0,0
1407,65,21,171,494
1388,60,15,81,133
1559,90,54,1107,9120
1577,92,60,1215,9652
1441,73,30,342,1615
1523,83,48,999,8455
1488,81,42,621,3667
1383,58,12,54,76
1388,60,15,81,133
1496,80,42,774,5852
1384,59,12,45,38
1432,71,27,288,1140
1383,58,12,54,76
1383,58,12,54,76
1419,64,15,90,190
1397,62,15,90,190
1666,111,84,1755,14706
1402,64,21,171,494
1377,56,9,18,0
1393,61,15,90,190
1371,52,3,0,0
699,7,3,0,0
1974,67,21,171,494
1243,35,18,135,380
2137,85,48,954,7448
1942,80,45,774,5187
1147,50,39,639,4161
1057,50,36,531,3021
942,35,21,171,494
1094,54,45,810,5852
1112,58,51,927,6365
1058,51,39,666,4655
1201,68,51,999,7600
937,34,21,171,494
1945,61,18,135,380
1750,52,18,135,380
720,12,6,9,0
2023,73,27,297,1254
1828,64,27,297,1254
805,17,9,27,19
804,18,6,9,0
1292,39,24,252,1064
840,28,18,135,380
703,10,9,27,19
700,9,9,27,19
1742,50,12,54,76
2115,90,48,801,5073
2953,173,96,2313,20121
2511,131,66,1422,11951
2420,107,51,1089,9443
2369,108,72,1539,12654
2158,86,45,828,6118
2417,106,51,1017,8360
1920,52,6,9,0
1934,57,12,54,76
2105,85,51,1062,8930
2123,88,48,981,8056
2069,79,45,891,7296
2034,78,39,540,3021
1933,58,12,54,76
1956,59,12,54,76
2042,76,39,675,4864
1978,69,30,306,1159
1965,64,21,171,494
2212,101,60,1359,11989
1994,70,21,171,494
1939,59,15,90,190
1927,55,9,27,19
1915,48,0,0,0
1920,77,48,828,5301
1478,61,42,675,4294
1387,53,39,603,3724
1179,55,24,234,855
961,33,15,90,190
2316,100,60,1287,11248
2225,99,57,1152,9652
2174,93,54,1071,8094
1963,78,48,927,6992
2222,96,48,972,8170
1798,57,24,234,855
1873,68,36,531,3040
1758,54,21,153,399
1910,75,42,720,5016
1928,79,48,846,5852
1839,67,33,396,1995
1738,47,12,54,76
1727,44,6,9,0
1731,45,6,9,0
1770,55,21,171,494
2017,91,54,1053,7942
993,36,3,0,0
703,10,9,27,19
1783,73,51,1089,9443
1780,69,45,909,7771
1285,28,6,9,0
1319,36,12,54,76
1357,44,21,171,494
1689,63,42,819,6916
1225,31,9,27,19
1196,26,9,27,19
1379,65,42,756,5510
1289,60,45,810,5643
1164,40,18,135,380
1326,63,45,891,7277
1344,67,48,963,7676
1208,49,27,324,1596
1290,59,45,891,7277
1255,57,36,558,3458
1263,57,42,774,5852
1164,39,15,90,190
1433,81,60,1377,12141
1160,39,15,90,190
1003,36,24,234,855
1078,44,33,468,2641
1133,53,42,702,4655
988,35,21,189,665
1222,61,42,765,5624
968,35,18,135,380
988,36,9,27,19
887,27,12,54,76
994,38,12,54,76
1043,51,39,630,3952
989,47,39,657,4484
954,42,30,387,1995
962,43,36,567,3667
1132,63,48,909,6555
910,33,18,135,380
928,36,21,171,494
753,20,15,90,190
715,13,12,54,76
1080,56,48,927,7239
1026,49,42,792,6251
935,37,21,189,665
1169,67,51,1035,8702
1044,51,42,774,5852
909,30,12,54,76
1187,70,51,1089,9158
923,35,21,171,494
1051,49,27,324,1596
963,44,39,684,5035
1133,62,48,999,8455
928,41,33,477,2812
816,23,9,27,19
812,24,12,27,0
864,35,24,171,399
1098,59,39,576,3477
813,24,12,36,19
715,13,12,54,76
694,7,6,9,0
692,6,6,9,0
1106,58,42,774,5852
994,38,12,45,38
756,18,9,18,0
705,10,6,9,0
691,5,3,0,0
687,4,3,0,0
687,4,3,0,0
757,19,12,36,19
694,7,6,9,0
993,38,12,54,76
762,10,0,0,0
761,9,0,0,0
686,3,3,0,0
1602,47,12,54,76
1153,23,12,54,76
1109,20,12,54,76
73,7,3,0,0
1979,83,48,963,8018
1784,76,48,918,7733
1061,52,39,702,5434
1342,65,51,972,8018
1251,59,45,909,7733
1248,56,45,909,7733
1010,49,36,594,4180
825,33,21,189,665
751,21,6,9,0
1426,74,51,1017,8075
961,49,39,639,4199
1972,79,51,963,7277
1054,44,18,135,380
1193,65,51,954,7144
892,47,36,567,3667
929,49,39,684,5035
893,49,45,882,7068
866,46,39,684,5035
1036,55,45,882,7068
792,33,18,135,380
1264,49,18,108,209
1443,73,48,927,6878
2454,118,84,1791,14136
2259,106,60,1233,9291
1675,111,72,1449,11438
1464,77,51,918,6498
1374,66,42,720,4807
1240,45,15,81,133
1411,73,51,963,7391
1375,67,45,882,7068
1235,43,12,54,76
1485,63,30,351,1539
1348,64,39,684,5035
1236,43,9,27,19
1284,54,27,270,1007
1256,44,12,54,76
1518,85,57,1215,10393
1242,45,15,81,133
1245,46,15,81,133
1245,46,15,90,190
1274,52,21,153,399
1221,35,0,0,0
1810,59,24,189,513
623,22,18,135,380
1082,36,18,135,380
630,18,9,27,19
1989,76,48,873,6251
1794,74,42,666,4161
999,48,36,549,3363
798,29,15,90,190
909,45,33,441,2280
946,49,39,657,4503
910,47,36,567,3667
1053,54,45,828,5928
1585,43,9,27,19
1875,65,27,315,1463
1680,59,27,315,1463
1144,42,27,315,1463
1813,58,21,180,570
2805,164,87,2250,21109
2082,99,60,1134,9025
2363,130,66,1566,14630
2272,102,63,1440,13566
2221,100,69,1431,11096
2010,81,45,810,5795
2269,105,57,1359,13300
1809,57,21,153,361
1776,48,9,27,19
1786,51,12,54,76
1957,77,48,936,7334
1921,72,42,783,6080
2031,86,51,972,7429
1894,69,36,594,4180
1830,61,24,243,950
1776,48,9,27,19
2064,84,51,1080,9101
1846,63,24,234,855
1791,53,15,90,190
1820,56,21,153,399
1623,52,21,189,665
709,25,18,135,380
1181,46,27,288,1140
1087,40,27,288,1140
895,34,18,135,380
1085,36,21,180,570
623,15,9,27,19
1149,36,12,54,76
1887,77,48,981,8455
2168,102,66,1494,14098
2077,97,57,1350,13186
2026,88,54,1008,7087
1577,40,6,9,0
1815,76,48,900,6536
2074,98,60,1413,13585
1650,55,24,243,950
1614,52,21,153,361
1725,63,30,387,1995
1762,70,36,576,3819
1836,76,51,972,7429
1869,77,42,756,5472
1577,40,6,9,0
1445,76,48,963,8284
1354,64,48,972,8360
1303,55,27,270,969
1351,61,45,927,8170
858,26,9,27,19
1254,52,30,369,1786
1160,46,30,369,1786
1635,79,57,1350,13186
1632,79,63,1485,14060
1394,65,42,801,6479
1209,48,24,234,855
1130,28,0,0,0
1135,32,6,9,0
1541,69,54,1287,12787
1303,62,42,801,6479
1231,64,42,738,5206
1141,56,39,630,4066
1178,59,42,774,5890
1142,56,42,783,6080
1252,52,24,234,855
1115,54,39,684,5035
1023,38,12,54,76
1285,68,51,1071,8892
1012,36,12,54,76
1012,37,15,90,190
1041,41,18,135,380
855,38,24,243,950
930,43,30,387,1995
840,34,21,189,665
1074,51,39,657,4465
798,27,12,54,76
1300,60,42,801,6479
841,44,36,567,3667
814,40,33,495,3135
984,50,42,720,4807
567,13,12,54,76
878,46,39,684,5035
787,33,21,189,665
1021,54,45,882,7049
745,27,12,54,76
815,42,39,684,5035
985,50,45,882,7068
958,46,39,684,5035
846,26,9,27,19
621,18,12,54,76
534,0,0,0,0
1589,52,18,117,247
1870,79,24,171,380
1276,11,3,0,0
1315,20,12,54,76
1287,17,9,27,19
952,44,18,117,247
397,19,12,54,76
678,23,12,54,76
650,18,12,36,19
642,14,6,9,0
637,10,0,0,0
59,8,6,9,0
1331,22,15,63,57
600,27,21,126,171
161,23,21,126,190
161,24,18,99,152
118,18,15,81,133
112,16,12,54,76
2333,103,21,162,437
1797,61,27,216,494
1358,22,12,45,38
1358,28,18,81,95
1602,59,21,162,437
1163,27,12,54,76
1100,8,0,0,0
627,32,18,99,133
627,34,24,126,171
584,21,12,54,76
188,23,18,99,152
145,17,15,81,133
139,15,12,54,76
145,19,15,81,133
139,17,12,54,76
96,13,12,54,76
62,0,0,0,0
1424,32,18,126,304
787,30,18,126,304
270,19,15,90,190
1421,33,18,135,380
784,31,18,135,380
1880,78,27,261,855
1363,28,18,126,304
726,27,18,126,304
78,3,0,0,0
2276,90,6,9,0
463,37,30,396,2128
1585,56,45,756,5035
1390,52,36,585,3990
948,50,42,675,4370
857,51,42,711,4845
854,45,36,585,3990
379,27,18,135,380
616,43,36,567,3667
431,30,18,135,380
1481,39,21,189,665
1286,36,24,216,722
750,32,21,189,665
1484,39,30,396,2128
756,40,30,396,2128
515,34,27,324,1596
2411,117,39,639,4275
1969,92,45,720,4541
1878,71,42,711,4845
1875,71,39,639,4275
1400,29,18,135,380
1637,57,36,567,3667
1452,37,21,171,494
1774,67,36,585,3990
1683,69,39,612,4047
1680,67,39,639,4275
1442,50,33,495,3135
1241,60,39,630,4180
1238,57,36,585,3990
763,27,18,135,380
1000,48,33,495,3135
815,34,21,171,494
1147,54,36,585,3990
672,27,18,135,380
909,52,36,567,3667
906,47,33,495,3135
1504,43,18,135,380
586,29,18,135,380
773,35,18,135,380
273,9,3,0,0
1556,48,36,558,3477
638,39,30,405,2280
828,48,36,558,3477
587,38,30,396,2128
2483,133,60,1143,9785
1760,76,45,828,6308
2041,104,57,1215,10317
1950,84,60,1260,10925
1947,82,51,1053,8949
1472,36,18,135,380
1709,66,45,846,6384
1524,45,24,234,855
1450,28,6,9,0
1450,28,6,9,0
1565,59,39,702,5434
1846,81,54,1116,9766
1755,84,54,1116,9766
1752,80,48,1008,8759
1514,61,42,765,5719
1255,27,6,9,0
1255,27,6,9,0
1255,27,6,9,0
1250,23,0,0,0
1250,23,0,0,0
1123,63,39,702,5434
1032,59,42,783,6118
1029,51,42,747,5624
1313,71,54,1152,9956
1310,66,48,1008,8759
835,32,18,135,380
1072,55,42,765,5719
887,40,24,234,855
813,24,6,9,0
1219,64,48,1008,8759
744,33,18,135,380
981,60,45,846,6384
719,23,3,0,0
722,25,6,9,0
978,53,39,684,5035
255,10,3,0,0
297,14,6,9,0
1042,3,3,0,0
929,28,21,180,570
1767,51,21,180,570
1026,45,18,135,380
729,8,0,0,0
1280,37,24,225,760
747,30,18,135,380
539,22,18,135,380
1585,54,18,135,380
1377,36,18,135,380
1386,27,12,54,76
1191,22,12,54,76
749,25,12,54,76
658,25,12,54,76
2287,95,12,54,76
1845,70,15,54,76
1754,48,12,54,76
1261,11,3,0,0
1650,47,12,54,76
1559,48,12,54,76
1117,39,12,54,76
624,10,3,0,0
1114,56,42,738,5187
2125,81,54,1107,8987
1346,92,60,1224,9671
1045,53,45,765,5130
1082,56,42,792,6251
1100,56,42,774,5852
964,44,30,360,1710
1046,54,48,999,8455
1011,47,33,477,2812
1019,52,45,810,5966
1189,70,54,1161,9804
912,31,15,90,190
945,39,21,171,494
1660,50,39,657,4522
580,43,30,396,2128
617,43,36,585,3990
635,45,36,567,3667
581,45,39,666,4655
724,50,39,666,4655
1753,62,18,135,380
1892,72,54,1044,8018
1628,51,42,792,6251
1646,52,39,684,5035
1592,50,45,891,7296
1557,44,30,405,2280
1565,48,39,675,4864
1735,60,48,972,7980
1491,34,18,135,380
974,36,18,135,380
812,52,42,684,4465
849,51,39,693,5225
867,53,39,675,4864
731,42,30,360,1710
813,52,45,891,7277
778,45,33,477,2812
786,51,45,810,5966
956,62,51,1053,8626
679,31,15,90,190
712,37,21,171,494
214,5,3,0,0
265,12,3,0,0
566,43,33,477,2812
512,46,39,657,4484
477,36,27,324,1596
485,43,39,603,3781
655,50,42,729,5016
378,25,15,90,190
603,44,39,684,5035
549,44,42,792,6251
692,50,42,792,6251
567,44,42,774,5852
710,51,42,774,5852
574,37,27,324,1596
330,23,15,90,190
486,45,39,684,5035
656,50,48,999,8455
451,37,33,477,2812
621,42,33,477,2812
629,47,42,774,5852
352,25,15,90,190
1963,56,18,108,209
783,19,9,27,19
972,40,21,171,475
1788,55,24,225,741
1204,69,21,180,570
775,23,15,90,190
780,24,15,90,190
770,22,15,90,190
1047,51,24,207,608
1979,58,15,90,190
2142,79,48,954,7448
1947,77,48,819,5358
1152,58,39,639,4161
1062,52,36,531,3021
947,35,21,171,494
1099,57,45,810,5852
1117,59,51,927,6365
1063,53,39,666,4655
1206,70,54,1044,7771
942,35,21,171,494
1950,54,18,135,380
1755,48,18,135,380
725,12,6,9,0
2120,78,33,423,2033
2958,162,84,1800,13547
2374,123,78,1692,13813
2163,86,51,954,6992
2005,65,33,360,1349
1939,50,12,54,76
2110,80,51,1062,8930
2128,81,51,1035,8341
2074,73,45,891,7296
2039,70,39,576,3287
2184,79,33,432,2109
2047,71,39,675,4864
1983,61,27,288,1140
1951,53,18,135,380
1970,55,18,126,304
2217,95,63,1413,12274
1922,43,3,0,0
1944,53,15,90,190
1973,58,21,153,399
1925,68,36,477,2299
1184,51,24,234,855
2179,111,63,1242,9272
1968,81,48,945,7315
1810,60,33,360,1349
1878,65,36,531,3040
1763,49,18,135,380
1915,73,45,747,5073
1747,45,12,54,76
1933,75,48,855,5947
1844,62,33,441,2280
1989,69,33,432,2109
1775,49,18,126,304
1751,46,9,27,19
2022,88,60,1161,8474
1737,42,9,27,19
1175,64,15,63,57
756,17,9,27,19
758,17,9,27,19
721,6,0,0,0
1384,94,57,936,6460
1294,83,48,846,5757
1169,62,18,135,380
1331,87,45,891,7277
1349,89,48,963,7676
1213,74,33,378,1729
1295,82,45,891,7277
1260,78,39,612,3743
1405,70,24,243,950
1268,81,45,810,5966
1172,63,18,135,380
1176,63,15,72,95
1169,63,18,117,247
1146,54,6,9,0
1178,65,21,117,152
1167,62,15,63,57
1438,104,66,1440,12350
1165,61,15,81,133
1143,52,3,0,0
1150,56,9,27,19
1146,54,6,9,0
1156,58,12,45,38
1165,62,15,90,190
1161,60,15,90,190
1194,68,24,189,513
1153,57,9,27,19
1143,52,3,0,0
1155,56,9,27,19
1153,58,12,36,19
1146,54,6,9,0
1143,52,3,0,0
1161,58,12,45,38
1141,50,0,0,0
1083,52,33,468,2641
949,33,12,54,76
1138,60,39,657,4465
939,30,9,27,19
993,41,21,189,665
961,36,18,135,380
967,39,18,99,152
1227,69,42,765,5624
951,33,12,54,76
935,28,6,9,0
945,32,9,27,19
993,37,9,27,19
980,39,21,189,665
822,25,15,90,190
1069,49,21,189,665
1048,52,39,630,3952
994,49,39,657,4484
959,42,30,387,1995
967,46,39,603,3781
1137,65,48,909,6555
860,27,15,90,190
915,34,18,135,380
933,35,21,171,494
758,19,15,90,190
720,13,12,54,76
743,17,12,54,76
899,32,15,81,133
1085,58,48,927,7239
1031,52,42,792,6251
940,38,21,189,665
1174,70,48,1008,8645
898,31,12,54,76
879,23,3,0,0
713,9,6,9,0
1049,52,42,774,5852
914,30,12,54,76
1192,71,54,1143,9443
928,35,21,171,494
1056,53,27,324,1596
768,19,9,27,19
764,17,6,9,0
812,28,15,90,190
968,47,42,684,5035
1138,64,48,999,8455
843,19,3,0,0
933,42,33,477,2812
821,23,9,27,19
869,33,18,135,380
1103,59,39,576,3477
742,19,18,117,247
732,16,15,90,190
737,17,15,90,190
696,4,0,0,0
720,13,12,54,76
704,7,3,0,0
1111,61,42,774,5852
834,26,15,90,190
816,18,3,0,0
715,9,3,0,0
999,40,12,45,38
774,20,12,54,76
998,39,12,54,76
727,13,6,9,0
739,17,12,54,76
750,19,12,45,38
739,16,12,45,38
728,14,9,27,19
996,38,9,27,19
745,14,6,9,0
713,8,3,0,0
754,18,9,27,19
701,6,3,0,0
719,11,9,27,19
2356,107,27,288,1140
1772,54,27,288,1140
1508,34,21,189,665
1615,39,21,189,665
1577,51,30,315,1197
1201,28,18,135,380
1313,36,21,189,665
1173,26,12,54,76
1420,41,21,189,665
573,27,18,108,209
169,18,15,90,190
154,18,15,90,190
139,16,15,90,190
729,36,21,189,665
589,30,21,144,304
574,27,18,117,247
836,43,21,189,665
559,23,15,90,190
572,32,21,189,665
170,19,18,117,247
155,17,15,90,190
140,16,15,90,190
94,11,6,9,0
1322,25,18,135,380
1781,55,21,144,380
1281,13,6,9,0
1329,19,9,27,19
594,22,18,135,380
553,11,6,9,0
1323,36,18,126,304
582,33,18,126,304
1555,41,21,180,570
1398,38,21,171,494
814,38,18,135,380
118,16,15,90,190
108,15,15,90,190
113,15,15,90,190
1771,54,15,63,57
1332,19,12,45,38
1332,22,9,27,19
601,30,21,108,133
601,29,18,81,95
558,18,12,54,76
543,12,6,9,0
162,22,21,108,152
119,18,15,81,133
104,12,6,9,0
113,16,12,54,76
119,17,15,81,133
104,11,6,9,0
113,15,12,54,76
70,13,12,54,76
2408,118,42,720,5282
1966,94,48,765,5472
1875,74,48,765,5358
1872,75,42,711,5244
1392,28,12,54,76
1634,58,36,594,4180
1380,24,9,27,19
1372,20,3,0,0
1771,68,42,720,5282
1680,71,42,720,5282
1677,70,39,693,5225
1439,50,36,594,4180
1238,63,42,720,5282
1235,61,39,693,5225
997,49,36,594,4180
735,18,3,0,0
1144,59,45,765,5529
664,26,12,54,76
683,32,21,189,665
906,54,39,648,4465
652,23,9,27,19
680,31,21,189,665
903,50,39,648,4465
649,22,9,27,19
640,17,0,0,0
442,27,21,189,665
23,2,0,0,0
1301,18,9,27,19
1607,56,21,180,570
1794,64,33,261,779
570,17,9,27,19
876,37,21,180,570
2493,124,42,693,4598
1698,51,36,567,3648
1497,30,15,90,190
1645,50,42,765,5662
1663,53,42,738,5187
1609,47,36,585,3990
1752,58,45,855,6498
1503,56,39,639,4161
1302,35,15,90,190
1277,30,12,45,38
1413,48,27,315,1463
1298,35,18,135,380
1450,53,36,531,3154
1468,57,39,594,3553
1278,31,15,72,95
1291,36,21,117,171
1273,28,9,27,19
1557,61,42,684,4427
618,38,27,315,1463
673,45,33,468,2679
762,45,36,558,3477
257,13,9,27,19
270,18,15,63,57
248,11,9,27,19
252,13,12,45,38
583,45,33,441,2280
529,44,36,441,2204
389,22,12,54,76
389,22,12,54,76
672,49,36,531,3021
450,28,18,135,380
468,31,21,171,494
293,19,15,90,190
620,48,42,702,4693
566,44,36,585,3990
709,51,42,765,5662
584,46,36,567,3667
727,54,45,828,5928
463,31,21,171,494
271,18,15,72,95
390,23,12,54,76
390,23,12,54,76
673,49,39,666,4655
262,14,9,27,19
266,16,12,45,38
244,10,9,27,19
250,12,12,54,76
2301,98,18,135,380
2276,90,6,9,0
2379,114,39,513,2375
1843,66,33,378,1748
1426,36,21,171,494
1391,31,21,171,494
1404,22,6,9,0
1648,65,30,369,1748
1231,37,21,171,494
1196,31,21,171,494
673,27,6,9,0
202,15,9,27,19
243,26,21,117,209
202,15,9,27,19
167,15,9,27,19
126,9,9,27,19
167,15,9,27,19
2312,100,18,135,380
1517,33,18,135,380
1322,36,18,135,380
1084,12,6,9,0
41,0,0,0,0
30,9,9,27,19
7,3,3,0,0
1065,11,6,9,0
1082,15,6,9,0
2326,107,30,279,931
1301,17,9,27,19
1310,19,12,54,76
1102,17,9,27,19
1106,19,12,45,38
1115,21,12,54,76
77,10,9,27,19
2276,90,6,9,0
1504,33,9,27,19
1090,14,6,9,0
1659,61,30,405,2280
1849,66,36,558,3477
1608,50,30,396,2128
931,50,30,405,2280
440,20,12,54,76
440,20,12,54,76
880,50,30,396,2128
633,23,9,27,19
621,19,6,9,0
618,17,3,0,0
139,12,12,54,76
148,6,3,0,0
529,7,3,0,0
1884,78,24,243,950
1793,57,24,243,950
1552,44,21,189,665
1737,43,3,0,0
1594,53,21,153,399
1784,56,24,198,589
1301,19,12,45,38
1321,26,12,45,38
2306,100,21,189,665
1770,55,21,189,665
2471,132,60,1107,7904
1748,74,36,513,3154
2029,106,60,1035,7201
1938,80,45,828,6099
1445,32,9,27,19
1470,35,9,27,19
1730,56,21,189,665
1446,34,12,27,19
1512,45,18,126,304
1474,42,18,108,209
1442,31,9,27,19
1435,27,3,0,0
2321,104,27,288,1140
2314,102,24,243,950
2321,104,27,288,1140
2300,99,18,135,380
2586,144,54,1134,9709
2867,184,87,2223,22078
2314,102,24,243,950
2776,165,84,2079,20501
2334,105,24,243,950
2725,144,63,1287,9538
2306,100,21,189,665
2319,103,24,216,722
2514,129,57,999,7011
2773,167,90,2106,19209
2313,103,24,198,513
2295,98,18,108,190
2308,98,18,108,209
2276,90,3,0,0
2356,113,39,432,1615
2461,121,42,729,5111
2479,124,45,765,5225
2286,95,12,54,76
2390,112,30,378,1881
2291,96,15,90,190
2286,94,12,54,76
2289,96,12,54,76
2284,93,9,27,19
2535,136,66,1377,11039
2321,104,21,153,361
2321,102,24,216,665
2339,108,30,342,1520
2568,131,57,1053,7524
2276,90,6,9,0
2293,97,15,81,133
2312,102,15,90,190
2273,88,3,0,0
2334,106,24,162,323
2276,90,6,9,0
2271,86,0,0,0
2280,92,9,27,19
2271,86,0,0,0
