"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
2840,113,3,0,0
2841,114,3,0,0
2847,117,9,27,19
2838,111,0,0,0
2838,111,0,0,0
2838,111,0,0,0
2855,118,6,9,0
2851,118,3,0,0
2840,113,3,0,0
2843,115,6,9,0
2838,111,0,0,0
2879,123,15,90,190
1893,25,24,243,950
1900,27,27,288,1140
1893,25,24,243,950
1885,23,21,189,665
2288,84,24,153,266
1884,24,15,90,190
1869,22,18,108,209
1871,20,9,27,19
1854,18,15,90,190
1807,3,0,0,0
1893,25,24,243,950
1886,24,24,243,950
1878,22,21,189,665
1815,5,0,0,0
1893,25,24,243,950
1885,23,21,189,665
2711,98,54,1071,9158
2620,102,57,1170,9956
2569,105,27,270,969
2617,90,48,990,8569
2124,34,9,27,19
2183,47,24,252,1064
2157,42,12,45,38
2155,43,12,54,76
2128,35,9,27,19
2129,36,12,54,76
2129,36,12,54,76
2057,44,12,54,76
2520,70,33,441,2318
2426,71,33,432,2242
1974,28,9,27,19
1999,33,18,135,380
2901,123,75,1962,19874
2411,50,6,9,0
2898,114,69,1773,17784
2420,53,15,81,133
2401,46,6,9,0
2405,48,9,27,19
2660,91,51,1089,9386
2438,56,12,45,38
2471,61,21,180,570
2399,45,3,0,0
2411,51,12,45,38
2475,69,33,369,1387
2399,44,3,0,0
2415,51,12,45,38
2437,59,21,126,228
1878,22,21,189,665
1819,9,6,9,0
1814,5,0,0,0
2368,73,27,279,1045
2807,120,69,1701,16644
2327,62,15,72,95
2346,67,24,207,684
2569,104,63,1332,10849
2310,55,6,9,0
2308,54,3,0,0
2345,65,12,54,76
2380,66,18,135,380
2307,53,3,0,0
2314,57,9,27,19
2310,55,6,9,0
2322,61,15,63,76
2322,61,15,63,57
2310,55,6,9,0
2319,59,12,54,76
2319,59,12,54,76
2314,57,9,27,19
2307,53,3,0,0
2305,51,0,0,0
2324,61,15,63,76
2309,54,3,0,0
2127,50,27,234,741
1876,20,12,45,38
1872,18,9,27,19
2497,124,60,981,6650
2263,74,9,27,19
2263,74,9,27,19
2263,74,9,27,19
2407,102,48,846,5757
2282,80,18,135,380
2444,105,48,945,7562
2462,110,54,1008,7866
2326,93,33,378,1729
2408,99,45,891,7277
2373,97,39,612,3743
2304,89,30,252,665
2518,106,27,297,1216
2381,98,45,810,5966
2285,83,21,135,380
2289,84,24,171,342
2282,81,18,117,247
2259,72,6,9,0
2291,84,21,117,152
2280,79,15,63,57
2551,122,69,1494,12635
2278,79,15,81,133
2263,74,9,27,19
2263,74,9,27,19
2256,70,3,0,0
2263,74,9,27,19
2263,74,9,27,19
2256,70,3,0,0
2254,68,0,0,0
2256,70,3,0,0
2254,68,0,0,0
2259,72,6,9,0
2274,78,15,90,190
2254,68,0,0,0
2269,77,12,45,38
2254,68,0,0,0
2278,80,15,90,190
2274,78,15,90,190
2307,89,24,189,513
2266,75,9,27,19
2256,70,3,0,0
2268,76,9,27,19
2266,76,12,36,19
2259,72,6,9,0
2256,70,3,0,0
2274,78,12,45,38
1839,15,6,0,0
2067,48,15,72,95
1902,29,18,81,95
1838,17,15,36,19
1829,11,6,9,0
2091,50,12,54,76
1875,19,6,9,0
1829,12,3,0,0
1823,11,0,0,0
2121,63,33,333,1216
2196,65,33,468,2641
2062,46,15,81,133
2251,75,45,747,4845
2052,42,9,27,19
2047,40,6,0,0
2093,53,18,135,380
2106,54,21,189,665
2074,50,18,135,380
2057,44,9,27,19
2057,44,12,54,76
2080,52,21,126,209
2340,81,42,765,5624
2064,45,12,54,76
2065,46,12,54,76
2048,40,6,9,0
2043,36,0,0,0
2058,45,12,27,19
2339,55,15,90,190
2322,53,15,90,190
2343,59,21,189,665
2566,93,60,1143,8987
2304,45,3,0,0
2370,63,27,315,1463
2308,49,6,0,0
2365,64,18,63,38
2304,45,3,0,0
2326,52,6,9,0
2304,45,3,0,0
1890,24,9,9,0
2086,46,18,135,380
1892,25,12,36,19
1883,20,6,9,0
1880,18,3,0,0
1851,15,9,27,19
1839,14,12,54,76
1818,9,9,27,19
1818,9,9,27,19
1818,9,9,27,19
1806,4,3,0,0
1864,16,9,27,19
2106,37,9,27,19
2005,29,12,54,76
2112,39,12,54,76
2093,44,21,189,665
1935,29,18,126,304
2182,51,21,189,665
1888,16,3,0,0
2161,56,42,657,4009
2107,49,39,657,4484
2072,44,30,387,1995
2080,46,39,603,3781
2003,33,12,54,76
2250,66,51,936,6612
1973,28,15,90,190
1814,7,3,0,0
1814,7,3,0,0
1833,13,12,54,76
1833,13,12,54,76
1856,19,15,81,133
2012,32,15,81,133
2198,61,45,882,7049
2144,51,42,792,6251
2053,39,21,189,665
2287,70,54,1089,8987
2011,31,12,54,76
2162,54,42,774,5852
2027,33,12,54,76
2058,41,18,135,380
2058,41,18,117,247
2305,74,57,1188,9595
2041,37,18,135,380
2010,26,3,0,0
2169,54,27,324,1596
1881,20,9,27,19
1877,18,6,9,0
1872,14,0,0,0
1925,32,15,90,190
1849,14,12,54,76
2081,45,39,684,5035
2251,63,48,999,8455
2046,42,33,477,2812
1982,35,21,153,399
2216,60,36,558,3458
1928,22,9,27,19
1931,23,9,27,19
2084,39,15,90,190
1805,2,0,0,0
1855,19,18,117,247
1845,16,15,90,190
1819,8,3,0,0
1850,17,15,90,190
1833,13,12,54,76
2105,44,21,189,665
1858,16,9,27,19
1885,25,18,117,247
1854,14,3,0,0
1870,21,15,90,190
1809,5,3,0,0
2077,36,9,27,19
2224,60,42,774,5852
1947,25,15,90,190
2147,48,18,117,247
1929,29,9,27,19
1866,17,6,9,0
1887,21,12,54,76
1875,18,9,27,19
1810,4,0,0,0
1895,18,12,45,38
1844,13,9,27,19
1833,10,3,0,0
1855,18,15,90,190
1819,9,6,9,0
1851,17,12,54,76
2111,39,12,54,76
1844,9,3,0,0
1817,7,3,0,0
1840,13,6,9,0
1852,17,12,54,76
1863,19,12,45,38
1852,18,12,45,38
1841,14,9,27,19
2109,38,9,27,19
1804,3,3,0,0
1899,18,12,45,38
1818,9,9,27,19
1818,9,9,27,19
1800,0,0,0,0
1818,9,9,27,19
1800,0,0,0,0
1801,1,0,0,0
1880,16,0,0,0
1808,4,0,0,0
1800,0,0,0,0
1810,6,6,9,0
1810,6,6,9,0
1813,8,6,9,0
1811,7,6,9,0
1859,18,6,9,0
1820,10,6,9,0
1800,0,0,0,0
1803,2,0,0,0
1806,4,3,0,0
1800,0,0,0,0
1817,7,3,0,0
1856,15,9,27,19
1804,3,3,0,0
1828,12,12,54,76
1808,4,3,0,0
1822,10,9,27,19
1855,15,3,0,0
1858,17,6,9,0
1824,3,0,0,0
1810,6,6,9,0
1813,8,6,9,0
1829,12,9,27,19
1810,6,6,9,0
1810,6,6,9,0
1831,13,12,54,76
1831,13,12,54,76
1836,14,12,54,76
1826,8,3,0,0
1802,2,0,0,0
1800,0,0,0,0
1813,8,6,9,0
1887,16,6,9,0
1858,17,6,9,0
1819,9,6,9,0
1867,23,15,36,19
1828,12,12,54,76
1833,13,12,54,76
1814,6,3,0,0
1810,6,6,9,0
1833,13,12,54,76
1810,6,6,9,0
1832,13,9,27,19
1860,15,9,27,19
1800,0,0,0,0
797,20,18,135,380
1988,81,18,135,380
1793,70,18,135,380
805,21,18,135,380
805,21,18,135,380
1302,20,18,135,380
1107,20,18,135,380
119,20,18,135,380
119,20,18,135,380
2298,98,18,135,380
1310,21,18,135,380
1310,21,18,135,380
1115,21,18,135,380
1115,21,18,135,380
127,21,18,135,380
2168,55,6,9,0
2643,110,6,9,0
1607,45,6,9,0
569,3,0,0,0
1600,1,0,0,0
2107,50,12,54,76
2454,98,72,1755,16986
2817,141,75,1512,13471
2652,120,81,2043,19608
2768,145,90,2097,19304
2138,59,24,243,950
2462,93,27,315,1463
2403,96,60,1386,13110
2247,75,45,819,5966
2327,82,45,882,7087
2771,161,60,1206,9861
2623,118,69,1629,15086
2229,73,42,720,4940
2301,80,54,1206,10735
2197,73,33,414,1938
2108,52,12,54,76
2200,67,36,558,3477
3322,191,93,2259,21223
2140,60,27,288,1140
2289,77,42,765,5700
3127,180,87,2142,20330
2404,97,60,1215,10241
2213,72,39,504,2527
2685,126,84,2106,20159
2594,118,72,1872,18981
2137,58,21,189,665
2591,113,78,1872,17442
2092,45,3,0,0
2089,42,0,0,0
2091,44,3,0,0
2098,48,9,27,19
2130,57,18,117,247
2353,85,51,1071,9006
2139,58,18,108,209
2109,52,12,45,38
2139,59,18,135,380
2157,63,27,315,1463
2164,59,24,198,589
2091,44,3,0,0
1236,39,12,54,76
1741,52,12,54,76
1232,51,24,216,684
1786,61,21,180,570
677,29,15,90,190
1058,47,21,180,570
1055,47,24,216,684
817,34,18,135,380
1583,75,54,1170,10735
1418,89,66,1611,15580
1534,89,66,1566,15048
1169,66,51,1161,11134
1013,58,42,756,5567
1537,66,48,927,7790
1389,70,57,1359,13319
1067,61,48,999,8550
966,50,33,477,2812
877,39,15,72,95
2088,97,66,1611,16036
1055,55,42,765,5700
1893,83,60,1503,15200
1170,66,51,1098,9709
979,59,36,459,2337
1451,97,66,1638,16131
1360,88,72,1683,16283
1357,79,60,1467,14497
1119,64,45,873,7011
875,38,15,63,57
930,51,27,225,627
879,37,15,63,57
864,33,9,27,19
1781,79,51,1161,11058
1897,104,63,1323,11267
1591,64,33,342,1482
1532,71,51,1080,9747
1456,67,42,783,6080
1900,93,57,1179,9804
1752,83,54,1188,10678
1430,62,42,792,6289
1326,54,30,360,1653
1240,40,12,54,76
2451,141,72,1548,13585
1418,61,36,585,3990
2256,119,69,1521,13528
1814,93,57,1332,12597
1723,82,57,1287,12141
1720,81,54,1152,10279
1221,31,3,0,0
1220,31,3,0,0
1268,46,15,90,190
1268,43,18,135,380
1227,35,9,27,19
1238,37,9,27,19
1281,42,15,90,190
1732,102,69,1737,16929
1102,47,27,252,950
1367,73,57,1332,12825
1211,61,42,729,5111
1291,62,45,882,7087
1735,71,45,918,7961
1587,75,63,1485,14060
1193,57,39,666,4655
1265,67,54,1206,10735
1164,57,36,558,3477
2286,109,72,1800,17955
1104,46,27,288,1140
2091,100,69,1737,17252
1368,70,51,1071,9253
1177,61,36,486,2508
1649,105,75,1872,18126
1558,95,69,1755,17613
1555,97,72,1764,16777
1317,70,51,1071,9006
1121,47,27,315,1463
1128,48,21,180,570
1069,37,12,36,19
1542,60,24,252,1064
1483,81,54,1188,10982
1327,68,45,819,5966
1407,72,42,783,6042
1703,84,60,1368,12635
1309,66,42,720,4940
1381,73,54,1206,10735
1277,59,27,306,1349
1280,62,36,558,3477
2402,138,90,2088,19019
1369,67,39,675,4845
2207,120,78,1881,17651
1484,81,60,1215,10241
1293,63,36,450,2261
1765,112,78,1791,17176
1674,99,69,1746,17214
1671,97,72,1701,15523
1178,41,9,27,19
1210,47,15,90,190
1433,81,54,1116,9196
1219,49,18,108,209
1189,44,9,27,19
1237,57,30,342,1520
1184,43,9,27,19
1171,37,3,0,0
1171,37,3,0,0
1232,49,18,117,247
1762,54,15,72,95
1567,44,15,72,95
1031,44,15,72,95
592,15,9,27,19
853,38,21,189,665
1073,40,24,243,950
590,25,21,189,665
1135,57,24,243,950
1041,47,24,243,950
555,16,6,9,0
1545,63,24,252,1064
1397,60,27,315,1463
2096,85,27,315,1463
1901,67,27,315,1463
1459,63,27,315,1463
872,17,9,27,19
883,20,9,27,19
1042,53,42,783,6080
1486,62,45,918,7961
1338,63,54,1215,11419
2037,92,60,1368,12939
1842,80,60,1368,12939
1119,58,42,819,6916
1400,83,57,1332,12825
1309,74,54,1278,12540
852,37,21,189,665
1306,76,57,1251,11533
1068,56,42,792,6289
867,34,15,90,190
689,31,15,90,190
1881,82,48,801,5567
848,45,33,495,3135
1686,64,42,747,5434
772,42,27,324,1596
1244,78,48,810,5700
1153,61,39,684,5035
1150,62,42,729,5111
716,35,24,252,1064
667,25,9,27,19
1410,55,36,594,4180
940,45,36,576,3819
1961,84,45,882,7087
1766,70,45,882,7087
1324,73,45,882,7087
1233,66,45,882,7087
992,48,36,576,3819
1706,83,48,945,7714
1280,47,27,297,1254
2405,114,60,1206,9861
1372,54,33,495,3135
2210,94,57,1179,9804
1768,85,54,1098,9272
1677,74,51,1026,8835
1674,70,45,882,7315
1213,34,12,54,76
1222,37,18,135,380
1181,29,9,27,19
1172,23,0,0,0
1172,23,0,0,0
1236,58,45,909,7733
1132,45,27,315,1463
2257,108,60,1431,13813
1075,41,27,288,1140
2062,91,63,1485,14098
1339,64,45,927,8170
1148,49,30,369,1786
1620,90,66,1557,14573
1529,75,54,1287,12787
1526,75,66,1557,14573
1288,58,42,801,6479
1764,61,24,171,380
846,36,18,117,247
1127,58,27,180,380
572,20,12,54,76
544,17,12,36,19
536,13,6,9,0
842,47,39,666,4655
738,35,21,189,665
741,36,30,396,2128
1863,74,42,720,4940
1668,60,39,639,4275
1226,68,36,585,3990
1135,60,39,666,4655
1132,57,39,639,4275
894,45,36,567,3667
813,42,36,558,3477
1935,85,54,1206,10735
1740,73,51,1107,9766
1017,54,42,783,6118
1298,77,51,1107,9766
1207,70,54,1206,10735
1204,65,48,1008,8759
966,51,45,846,6384
1831,70,33,414,1938
1636,59,33,414,1938
600,15,3,0,0
1100,54,30,369,1748
648,28,18,135,380
598,13,0,0,0
1011,39,12,54,76
514,9,6,9,0
1834,67,36,558,3477
916,45,30,405,2280
1106,58,36,558,3477
865,41,30,396,2128
636,27,12,27,19
1017,43,15,54,76
514,9,3,0,0
514,9,3,0,0
1923,82,42,765,5700
2761,161,90,2169,20273
2038,101,60,1242,10374
1732,49,9,27,19
2319,142,90,1971,18772
2228,113,72,1881,19057
1771,58,21,189,665
2225,114,75,1773,16473
1764,57,21,144,304
1987,88,54,1116,9196
1773,60,18,99,190
1773,57,18,135,380
1791,63,30,342,1520
1747,54,9,27,19
1738,51,9,27,19
1739,52,12,36,19
1742,52,9,27,19
1786,60,21,135,266
1736,51,9,27,19
1731,46,3,0,0
1723,43,0,0,0
1579,48,21,189,665
665,31,18,135,380
1137,57,27,288,1140
1043,48,27,288,1140
1728,67,42,765,5700
1005,47,33,495,3135
1286,74,42,765,5700
1195,61,42,765,5700
1843,74,51,1080,9424
2124,109,72,1854,18620
2033,103,69,1728,17822
1576,48,21,189,665
2030,102,75,1773,16492
1792,73,48,990,8341
1578,47,15,90,190
1578,46,18,135,380
1596,54,30,342,1520
1591,49,21,135,266
1530,34,3,0,0
1401,88,54,1098,9291
1310,75,51,1098,9709
1307,70,48,990,8569
814,27,9,27,19
846,37,18,117,247
873,40,24,252,1064
1095,45,9,27,19
1210,69,36,486,2508
1116,60,36,477,2432
664,26,9,27,19
689,35,18,135,380
616,18,3,0,0
1591,100,69,1773,18012
1588,98,69,1692,16264
1127,55,21,144,304
1350,77,48,990,8341
1161,58,21,180,570
1101,47,9,27,19
1105,47,9,27,19
1088,41,3,0,0
1090,43,6,0,0
1099,47,12,36,19
1094,44,6,0,0
1098,46,9,9,0
1091,43,6,9,0
1088,41,3,0,0
1497,87,63,1539,15124
1259,73,54,1116,9196
1070,46,18,135,380
1004,37,9,27,19
997,33,3,0,0
997,33,3,0,0
997,33,3,0,0
997,33,3,0,0
1256,69,48,936,7524
1060,50,30,342,1520
1055,51,21,135,266
994,32,3,0,0
556,14,6,9,0
585,18,12,45,38
534,13,9,27,19
621,22,12,54,76
589,18,12,45,38
507,6,3,0,0
519,9,9,27,19
494,3,3,0,0
496,4,3,0,0
508,8,6,9,0
510,8,3,0,0
2382,89,21,180,570
1675,22,15,81,133
2098,74,27,261,836
2336,116,27,234,684
2341,100,30,270,836
1717,29,18,126,304
1876,49,24,225,741
1680,21,6,9,0
1951,55,24,198,551
2345,80,12,54,76
2850,115,12,54,76
2692,118,54,1197,10963
2022,46,21,189,665
2527,113,69,1719,16815
2643,124,75,1737,16568
2278,80,54,1269,12369
2122,59,42,756,5567
2646,141,45,909,7771
2498,102,57,1359,13319
2176,65,48,999,8550
2101,57,39,693,5225
2075,53,33,477,2812
3197,162,69,1755,17537
2164,64,42,765,5700
3002,159,66,1665,16720
2279,81,54,1107,9709
2088,59,33,441,2318
2560,105,72,1755,17366
2469,104,72,1800,17727
2466,92,63,1575,15732
1969,33,6,9,0
2228,73,48,972,8056
1984,40,15,54,38
1969,33,6,9,0
1964,29,0,0,0
2039,52,24,198,589
2722,131,63,1233,9424
2374,87,21,180,570
2385,90,30,342,1425
2890,142,60,1413,13376
3006,178,108,2277,17822
2771,151,81,1692,12692
2393,92,30,333,1311
2700,134,66,1341,10564
2641,124,60,1296,11590
2565,118,66,1341,10241
3009,207,120,2727,22724
2357,84,18,108,190
2861,154,87,2124,19095
2389,84,18,135,380
2332,74,6,9,0
2539,105,42,792,6289
2369,86,24,225,760
3014,191,111,2115,14972
2412,95,33,360,1387
2549,116,48,855,5909
2357,82,18,135,380
2435,100,36,459,2090
2368,87,24,171,437
2382,90,27,261,912
3560,245,150,3483,29412
2362,84,21,189,665
2527,109,51,936,6403
3365,234,144,3429,28500
2333,74,6,9,0
2356,83,18,135,380
2923,140,66,1611,15238
2832,137,63,1449,13281
2781,137,69,1359,10013
2570,124,60,1089,7600
2829,133,63,1323,11666
2405,94,30,333,1330
2330,73,3,0,0
2412,99,36,414,1596
2355,83,18,135,380
2517,108,45,837,6308
2344,79,9,18,0
2535,113,54,954,6612
2342,78,12,54,76
2329,72,3,0,0
2335,76,9,18,0
2357,81,12,54,76
2336,76,9,18,0
2327,70,0,0,0
2377,89,21,153,361
2330,73,3,0,0
2358,83,18,135,380
2341,78,12,54,76
2377,89,24,216,665
2355,82,15,90,190
2332,74,6,9,0
2624,128,66,1206,8626
2360,83,18,135,380
2330,72,0,0,0
2349,81,15,81,133
2354,81,12,54,76
2673,123,45,702,3990
2438,116,69,1611,14098
2367,103,66,1494,12825
2232,76,33,441,2280
2676,160,72,1656,14307
2528,115,66,1404,11457
2199,81,54,1134,9310
2681,156,93,1962,15827
2079,66,36,387,1444
2057,61,30,261,760
3227,171,72,1629,13699
3032,169,69,1431,10469
2448,121,90,2007,16340
2018,48,12,54,76
2237,94,63,1062,7068
2072,63,33,360,1387
1998,42,3,0,0
2147,73,45,810,5643
2013,49,15,81,133
2184,78,48,945,7562
2202,82,54,1053,8056
2066,60,27,324,1596
2148,72,45,891,7277
2113,69,39,612,3743
2002,44,6,9,0
2019,51,18,117,247
2024,53,21,144,304
2044,57,24,189,494
2258,72,24,243,950
2121,70,42,774,5852
2014,49,15,90,190
2029,53,18,99,152
2008,47,12,54,76
2031,53,18,108,190
2291,98,66,1476,12616
1754,26,12,45,38
1878,33,9,27,19
1659,13,3,0,0
2325,86,24,207,627
1701,29,24,171,418
2879,124,24,198,589
2684,125,27,216,608
1660,18,12,54,76
1889,51,21,162,437
1655,16,9,27,19
1659,18,12,45,38
2064,65,15,81,133
2302,108,18,81,133
2307,90,15,81,133
1622,8,3,0,0
1917,46,12,54,76
2336,88,30,342,1425
1723,27,21,189,665
1895,42,21,189,665
1712,28,21,189,665
2890,126,30,342,1425
2695,126,30,342,1425
2162,63,24,243,950
2841,157,87,2106,20292
2211,68,24,243,950
2476,107,72,1692,15941
2320,82,45,747,5130
2400,94,51,1071,8892
2844,166,57,1179,9956
2696,127,69,1611,14953
2302,82,39,666,4655
2374,91,57,1251,10925
2849,142,39,585,3420
2299,81,42,747,5510
2221,69,27,261,874
2184,59,12,54,76
2174,57,9,27,19
2273,80,39,585,3515
3395,194,93,2322,22325
2213,68,27,288,1140
2197,64,21,189,665
3200,196,105,2286,21413
2477,105,57,1143,9538
2286,81,39,513,2565
2758,133,87,2151,20748
2667,131,78,1935,19152
2664,130,102,2259,20254
2204,65,18,126,304
2199,64,18,90,190
2174,57,9,27,19
2203,65,21,189,665
2167,54,6,9,0
2189,57,9,27,19
2426,99,63,1323,10887
2162,50,0,0,0
2169,54,6,9,0
2207,64,18,117,247
2162,50,0,0,0
2166,54,6,0,0
2230,70,27,315,1463
2164,52,3,0,0
2164,52,3,0,0
2237,69,21,180,570
2164,52,3,0,0
2298,78,15,90,190
2300,79,15,72,76
2344,88,30,333,1311
2651,122,39,576,3249
2592,126,66,1521,14041
2436,100,45,819,5966
2516,115,63,1224,9044
2812,147,75,1764,15656
2418,102,45,765,5130
2490,108,57,1251,10925
2965,167,60,1026,6213
2363,89,24,234,855
2415,101,45,774,5567
2386,97,33,396,1729
2319,84,18,135,380
2290,74,9,27,19
2333,87,24,234,855
2389,96,36,558,3477
3511,234,147,3240,27341
2478,107,45,810,5776
3316,227,138,3123,26429
2303,80,15,72,76
2307,81,18,135,380
2593,127,69,1323,10621
2292,76,12,54,76
2402,94,33,414,2147
2874,151,87,2070,19798
2783,146,81,1989,19095
2732,127,48,765,4389
2521,116,42,576,3002
2780,141,78,1881,17537
2356,90,27,243,855
2305,80,18,135,380
2300,78,12,54,76
2301,78,12,54,76
2363,92,24,225,760
2283,72,6,9,0
2290,75,9,18,0
2281,71,3,0,0
2397,92,21,189,665
2298,78,15,90,190
2287,74,9,27,19
2283,72,6,9,0
2280,70,3,0,0
2319,84,21,189,665
2282,71,3,0,0
2319,81,15,90,190
2280,70,3,0,0
2542,121,69,1458,11704
2328,84,18,108,209
2298,77,12,36,19
2282,71,3,0,0
2346,91,33,360,1520
2283,72,6,9,0
2280,70,3,0,0
2279,69,0,0,0
2305,79,12,54,76
2306,89,15,90,190
2852,116,15,90,190
2657,116,15,90,190
1758,27,15,81,133
1726,27,12,54,76
2656,116,15,81,133
2123,54,12,54,76
2290,102,9,27,19
2841,112,9,27,19
1962,49,21,189,665
2182,69,24,243,950
1699,24,21,189,665
2244,62,24,243,950
2150,57,24,243,950
2416,119,75,1710,14801
2281,92,39,549,2869
2725,188,111,2466,19950
2577,131,72,1584,13224
2085,70,24,225,760
2248,97,57,1251,10621
2730,176,117,2448,19133
2106,75,27,270,912
2265,109,75,1359,9538
3276,194,99,2070,17024
2243,87,36,486,2375
3081,193,96,1836,12768
2639,112,39,576,3173
2548,111,36,441,2071
2497,123,75,1701,14478
2286,106,54,990,7163
2085,69,18,117,247
2128,78,24,234,855
2196,90,48,909,6555
2071,66,18,135,380
2081,71,24,189,513
2233,99,60,1170,9272
2065,65,15,81,133
2251,100,63,1269,9937
2115,73,27,324,1596
2061,63,12,54,76
2197,88,48,999,8455
2045,56,3,0,0
2162,84,39,603,3648
2048,58,6,9,0
2043,54,0,0,0
2061,63,12,54,76
2062,64,15,81,133
2074,67,15,81,133
2043,54,0,0,0
2170,86,42,774,5852
2106,74,27,288,1140
2052,60,9,18,0
2074,66,18,135,380
2057,62,12,54,76
2043,54,0,0,0
2044,55,0,0,0
2340,117,81,1800,15181
2076,68,21,171,494
2048,58,6,9,0
2064,65,15,81,133
2055,61,9,27,19
2659,118,18,90,76
1646,17,15,54,38
1689,21,12,45,38
1661,17,9,18,0
2352,96,21,180,570
1773,35,21,180,570
1720,28,21,189,665
2898,129,30,333,1311
2703,127,30,333,1311
1750,34,21,180,570
2654,165,84,1827,15333
2506,119,72,1548,12749
1981,46,9,27,19
2177,83,57,1134,9329
2659,152,81,1800,15276
2194,87,51,981,7505
3205,177,84,1836,15599
3010,170,72,1341,9766
2568,98,36,468,2318
2426,113,75,1611,13224
2215,92,54,972,7011
1996,51,15,81,133
1979,45,3,0,0
1987,49,12,54,76
1981,46,9,27,19
2000,52,18,135,380
2162,81,54,1089,8987
1974,42,3,0,0
2180,82,51,1026,8246
2044,60,27,324,1596
1981,46,9,27,19
2126,73,45,891,7296
1974,42,3,0,0
1987,48,12,54,76
2091,70,39,576,3287
1987,49,12,54,76
2003,52,12,54,76
2022,55,18,135,380
2099,70,39,675,4864
2035,61,30,315,1197
2000,53,18,117,247
2269,98,66,1404,12293
1996,52,18,108,190
2151,75,51,981,7619
2595,147,54,1125,9557
2447,105,57,1296,11970
1975,47,18,135,380
2050,62,42,747,5510
1972,49,21,180,570
3146,167,78,1773,16530
2951,166,72,1719,16264
2228,83,48,918,7391
1917,37,6,0,0
2509,101,63,1548,15276
2418,100,63,1449,14060
2367,87,33,414,1881
1961,51,24,198,665
2415,99,72,1611,14535
1950,49,15,90,190
1913,33,0,0,0
1913,33,0,0,0
1954,49,21,189,665
2177,75,51,999,7885
1916,36,3,0,0
1918,37,6,9,0
1940,47,18,63,76
2990,144,45,765,5453
1957,51,33,495,3135
2795,137,42,747,5434
1881,39,27,324,1596
2353,83,45,774,5586
2262,74,39,684,5035
2259,72,42,729,5111
1769,23,9,27,19
1825,35,24,252,1064
2519,138,51,981,7201
2049,57,36,576,3819
2524,120,45,738,4389
3070,157,69,1458,11514
2875,154,66,1440,11495
2433,89,54,1071,8645
2342,90,54,1008,7771
2291,80,36,513,2736
1922,48,21,180,570
2101,65,45,747,4769
1879,37,9,27,19
1842,29,6,9,0
1864,35,12,54,76
2815,186,105,2385,20634
2290,102,9,27,19
2323,112,24,225,760
2290,102,9,27,19
2486,138,57,1251,10621
2968,225,141,2745,20691
2296,106,15,45,38
2283,98,3,0,0
2340,112,21,171,494
2503,146,60,1206,9063
2311,109,18,135,380
2389,125,33,324,1273
2290,102,9,27,19
2303,105,12,54,76
3514,250,132,3078,26866
2481,134,48,828,5301
3319,241,117,2637,22002
2288,101,6,9,0
2296,102,9,27,19
2287,100,6,9,0
2295,106,15,27,0
2293,104,12,36,19
2286,100,6,9,0
2877,164,66,1377,11704
2786,161,57,1152,9652
2290,102,9,27,19
2735,167,81,1782,14820
2524,147,51,981,7277
2783,154,51,1017,8360
2359,117,24,234,855
2290,102,9,27,19
2296,105,12,54,76
2434,131,48,909,6555
2283,98,3,0,0
2309,108,18,135,380
2283,98,3,0,0
2319,113,24,189,513
2286,100,6,9,0
2281,96,0,0,0
2300,106,15,81,133
2471,138,57,1134,9177
2489,142,63,1260,9842
2353,116,30,342,1615
2435,130,48,999,8455
2400,128,45,639,3667
2295,104,12,54,76
2299,105,12,54,76
2300,106,15,81,133
2288,100,6,9,0
2286,100,6,9,0
2322,108,12,54,76
2281,96,0,0,0
2408,127,42,774,5852
2281,96,0,0,0
2296,105,12,45,38
2292,103,9,18,0
2288,102,9,9,0
2281,96,0,0,0
2284,98,0,0,0
2344,118,30,297,1140
2281,96,0,0,0
2281,96,0,0,0
2295,104,12,54,76
2288,102,9,9,0
2295,104,12,54,76
2331,115,24,171,494
2283,98,3,0,0
2283,98,3,0,0
2281,96,0,0,0
2309,108,15,90,190
2286,100,6,9,0
2283,98,3,0,0
2281,96,0,0,0
2578,162,90,1782,14763
2314,110,21,171,494
2163,65,12,54,76
1714,25,12,54,76
1670,22,15,54,76
2667,121,18,108,190
1631,10,3,0,0
1630,9,0,0,0
2345,90,45,909,7733
2338,94,51,1017,8075
2820,167,96,1962,15409
2176,68,21,171,494
2355,100,51,963,6992
2146,60,9,27,19
2241,80,27,315,1463
3366,201,117,2925,26904
2184,71,27,288,1140
2179,69,21,180,570
3171,195,105,2502,22496
2145,59,6,9,0
2448,107,60,1134,9025
2257,77,30,369,1786
2729,126,72,1701,15542
2638,119,63,1440,13566
2587,122,72,1512,12008
2138,57,6,9,0
2376,105,54,981,6878
2635,116,66,1557,14573
2211,75,24,243,950
2175,69,21,153,361
2142,59,9,27,19
2286,86,42,720,4807
2152,63,15,81,133
2323,93,51,963,7391
2287,86,45,882,7068
2147,61,12,54,76
2397,95,51,972,7429
2260,83,39,684,5035
2148,61,9,27,19
2196,73,27,270,1007
2168,63,12,54,76
2142,59,9,27,19
2430,108,57,1215,10393
2154,63,15,81,133
2157,64,15,81,133
1623,11,9,27,19
2894,122,18,135,380
2699,121,18,135,380
2163,59,21,153,399
2106,45,6,9,0
1951,52,42,711,4845
1847,43,24,216,722
1850,40,30,396,2128
2972,140,45,765,5130
2777,137,42,675,4370
2335,77,39,630,4180
2244,77,45,738,4902
