"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
5704048,9025,1464,157869,2192866
5784165,9901,2784,430092,6960270
5761829,9761,2124,259560,3645815
5663642,8126,531,25713,213617
5672240,8289,621,48024,468635
5666793,8197,627,34830,312018
5762620,9627,2364,334827,5233569
5658717,7899,273,8244,0
5705622,8945,1386,130473,1552433
5663372,8124,528,25830,213541
5658287,7834,198,0,0
5665058,8221,606,37575,338314
5701205,8779,1050,99495,1106579
5655053,7816,192,0,0
5676358,8423,771,55773,545813
5947489,12191,4314,651438,10059398
5678472,8447,882,67653,676761
5656862,7806,267,8451,0
5715823,8787,930,81909,1012282
5670855,8237,690,51237,534983
5657793,7749,216,12078,122588
5658137,7804,264,6354,41762
5428935,6408,564,48951,508896
4767429,2054,264,28854,314222
4727424,1648,222,27180,306375
6428296,17163,981,56916,526129
5642720,8470,2724,521190,10794565
5588197,8572,2934,437571,6904467
6244284,22398,5502,799056,12849168
5438538,6737,957,84123,962198
5621870,8657,2805,422226,6559408
5412201,6202,408,28809,269249
5516004,7424,1437,202266,3060045
7534240,29907,7878,1319967,24030516
5441074,6629,891,81180,1003181
5405082,5936,282,11574,89661
5411620,6020,414,28980,334058
7087475,24708,6699,1155771,21468689
5751374,9273,3120,566307,12091923
5503187,7133,1299,174636,3019860
6174848,11752,4440,855945,16959780
6020906,11930,4014,786285,16075672
5883889,14248,4425,660474,10426193
5657957,9666,2985,438201,6700084
6007195,11102,3891,763281,15884513
5469214,7172,1215,131040,1563035
5440926,6652,879,84915,1001965
5407092,6109,396,23868,217018
5525420,7763,2154,290349,4354097
5416429,6339,618,46395,458888
5587969,8402,2739,431964,7153462
5532890,7806,2421,374301,6198351
5409695,6141,456,24930,213617
5684489,9176,2931,514044,10264332
5510933,7549,2055,302157,5003479
5454023,6872,1176,118350,1479245
5419234,6328,516,33732,318478
5707300,9468,3333,537318,8602934
5413731,6226,555,36387,341962
5416364,6280,573,35532,321955
5462539,6881,1089,113724,1559444
5417056,6284,636,50049,534983
5427240,6560,804,61344,685235
4718360,1423,255,11529,93214
6910745,22023,1350,104661,1183643
6448578,17507,1239,103140,1182370
5333433,5370,930,93177,1185334
4723493,1377,207,4617,23161
4855617,2502,507,44586,535363
4856512,2425,525,56808,824410
6903532,21875,1380,108459,1256033
5504157,5382,1041,103959,1256033
4715583,1302,96,3258,0
4763597,1900,453,38223,464816
5289474,4341,210,8262,0
4650782,227,0,0,0
5062013,4180,1815,316044,6380086
4931805,3225,777,97371,1460055
4915289,3325,1137,164133,2969111
7002736,23313,2934,384129,6454110
6544713,18655,2577,355167,6222861
5610148,6621,2106,345501,6203424
5446901,7278,2160,349623,6355595
5435340,6332,2010,335151,6220866
5105963,4748,1689,263520,5052537
4877885,2756,636,56115,742539
5013945,3841,1488,234747,4289763
7089997,24291,4029,652716,12081017
6631077,19619,3573,616428,11795485
5272924,5262,2121,410031,8742109
5703596,7414,3048,602640,11834948
5540053,8102,3129,607959,12041554
5530357,7025,2736,550044,11148592
5203655,5326,2232,395802,7798740
4911908,2043,63,0,0
4976581,3219,849,97587,1382877
4907473,2609,204,6435,0
4669258,802,27,0,0
4660676,577,0,0,0
4692143,1050,60,0,0
4727245,1389,147,4536,0
5727765,17628,3633,509886,7878521
5085678,4802,1989,306378,4879922
7043870,23829,3414,476307,7425067
5226677,4778,753,71424,782040
5353759,10159,3249,467586,7373520
4985693,4163,1935,270756,4182318
5051480,4585,2061,349461,6028567
5066289,4776,2064,327141,5387032
4909772,3401,1116,141390,2150363
4992349,4223,2286,395658,6960270
4972772,3908,1401,197244,3019784
4969498,3997,1953,309924,5237445
4856082,2242,69,0,0
5170769,5723,2817,452196,7279546
4863724,2466,426,28422,265696
4884340,2998,681,61290,709821
5584427,15435,789,59715,670909
5593728,15865,1515,115947,1184213
5760380,17738,3432,479889,7362804
5578188,15542,990,102285,1274330
7677286,38404,7128,959112,14590993
5779406,17195,1968,252963,3751930
7231206,33270,6099,796149,11833751
5556332,14972,525,16686,113848
5997217,25105,5928,742005,11343171
5794479,18840,3603,479718,7318059
5545611,14662,204,0,0
5550787,14869,465,21771,185478
5625939,15990,1506,145683,1709563
5665513,16796,2826,354447,5136897
5568161,15342,1017,79083,860643
5560766,15127,696,46206,458888
5554936,14911,513,17460,123063
5726692,17493,3342,493362,8018114
5561457,15082,672,40662,366092
5741103,17715,3519,494784,7682270
5592217,15959,1716,161631,2201606
5550061,14837,423,15372,118693
5545611,14662,204,0,0
5673805,16786,2934,431667,6960270
5652462,16590,2334,279864,3902999
5554185,14930,537,25290,213617
5557079,14976,642,22221,154109
5561620,15146,798,34578,265050
5550319,14825,345,11646,0
5557331,15008,648,34875,312018
5835442,17554,1941,223272,3213185
5651463,16541,2559,337428,5237445
5554241,14894,534,15120,89224
5596879,15736,1434,130131,1554257
5570809,15402,987,74223,756523
5562968,15161,729,36252,320074
5553915,14935,549,25812,213541
5555601,15029,624,37107,338314
5593723,15518,933,79488,857147
5565430,15290,930,56781,547808
5547666,14790,369,10431,0
5562785,15201,837,32400,252073
5562259,15096,642,24597,178961
5836787,19135,4647,658638,10119514
5545611,14662,204,0,0
5569000,15259,906,67059,676761
5558068,15031,675,37980,341962
5553438,14960,501,23994,189050
5559962,15107,774,37971,324748
5545613,14391,0,0,0
5545611,14562,126,0,0
5545613,14391,0,0,0
5545611,14511,153,0,0
5547473,14660,351,10827,76418
5545923,14480,132,2484,0
5547410,14642,303,8451,0
5545613,14391,0,0,0
5545611,14527,123,0,0
5545613,14391,0,0,0
5545613,14391,0,0,0
5546310,14581,243,5508,0
5545613,14391,0,0,0
5546039,14513,153,2610,0
5545611,14527,123,0,0
5547946,14664,348,6795,39672
5545613,14391,0,0,0
5545613,14391,0,0,0
5545613,14391,0,0,0
5545613,14391,0,0,0
5560680,15087,753,51381,534983
5545613,14391,0,0,0
5545613,14391,0,0,0
5551325,14801,567,29331,265696
5545613,14391,0,0,0
5545613,14391,0,0,0
5568960,15428,1068,68346,712215
5548336,14713,405,16569,143659
5545613,14391,0,0,0
5545611,14511,153,0,0
5547571,14676,336,9036,63023
5545611,14405,24,0,0
5547831,14668,351,8766,60173
5546462,14615,282,8712,0
5545611,14511,153,0,0
5553453,14874,471,15714,122170
5545611,14527,123,0,0
5545611,14401,18,0,0
5545611,14437,54,0,0
5545613,14391,0,0,0
6942319,22520,1791,165519,1848491
6475426,18124,1908,168732,1884021
4751660,1909,363,11430,57684
5243464,8792,1473,147942,1865211
4811378,2672,507,56736,684380
4938139,3433,741,86625,1073329
4769686,2212,477,25209,192166
4758071,2035,387,14877,92302
5060656,4321,861,91701,1073329
4741414,1594,288,8181,34067
4695877,1036,69,702,0
6901532,21935,1275,91476,962198
4738490,1804,411,51210,790305
5340200,6036,750,67959,790305
4696562,1090,72,2871,0
4726157,1682,168,9639,82536
4945576,3374,702,62865,634068
6453694,17588,1293,104013,1159646
5220655,8314,1029,93123,1026513
4724239,1574,294,13392,89224
4730230,1688,303,13473,89224
4720451,1526,282,13230,89224
5033158,4068,900,84888,924426
6879376,21143,432,12330,91732
5298649,4649,414,13437,93214
4683213,874,183,4446,23161
7002513,23255,2850,417447,7857412
6545687,18588,2619,406710,7838298
5610369,6590,2181,400572,7856158
5446551,7280,2283,396693,7863321
5434339,6366,2163,389241,7862067
4831302,2114,294,27747,310023
4843774,2285,609,65700,971679
5106908,4685,1773,301194,6352574
4653973,434,21,0,0
4956825,2780,24,0,0
7079799,23925,3372,461223,6971917
6613217,19558,3084,373797,5324902
5156401,5831,1911,296568,4755472
4933677,3106,492,49770,558220
5019549,4214,1572,204750,2954557
5083805,4749,2025,335538,5680563
5097460,5040,2229,335943,5360565
4902196,2666,318,17649,133095
5027331,4241,1776,271980,4413738
4892040,2455,168,6705,0
4911076,2813,417,26838,234536
5203433,5832,2646,411102,6513314
4916174,2973,588,59481,676761
6900402,21963,1320,116550,1274330
6436451,17474,1248,114327,1274330
4694059,1175,72,3096,0
6414204,16899,696,34794,307515
6972471,22917,2412,248895,3263079
6510124,18406,2313,246087,3264732
4785415,1890,171,12996,112632
5402077,5971,1410,204399,3190974
4863952,2796,597,58815,667147
4826304,2523,549,65385,878142
4795401,1789,120,3591,0
6907522,21952,1302,106164,1113856
6441378,17510,1335,106920,1116079
4970698,4156,627,80793,1113856
4702714,1278,78,4491,0
4698971,1114,69,3636,0
4697426,961,69,702,0
6420312,17032,783,44703,429799
4697803,1248,78,5508,0
5302309,4688,438,32994,359860
4667611,608,54,1836,0
6916980,22067,1506,110997,1086211
6452707,17611,1476,110457,1086211
4734198,1605,222,30456,351291
4651137,221,12,0,0
6412701,16865,612,25065,196118
5177093,7593,336,22302,196118
4691187,1050,72,5409,0
6960636,22782,2214,271638,4289763
5126682,4410,1380,196326,3582241
5397780,7014,1881,261882,4290105
5057758,4443,1332,172899,2879146
4760273,1484,57,0,0
4765058,1676,240,9027,69863
4765058,1676,240,9027,69863
4768260,1723,198,10593,103493
4761343,1560,120,3897,0
4760273,1480,51,0,0
4776294,1588,189,9117,83220
5312196,5449,426,29484,312227
6903426,21872,1272,89586,1004492
6906622,21999,1446,141399,1841575
7076230,24566,4002,561015,9289822
8416018,46926,11283,1573938,26273713
6895207,21633,1167,59238,435689
6891824,21569,1086,56403,425239
6895207,21633,1167,59238,435689
6901081,21913,1323,121005,1418597
7180313,25779,4389,669357,12815804
7565302,30350,6801,1119222,20387874
6891824,21569,1086,56403,425239
7443494,28759,6348,1050264,19387239
6910590,22030,1509,138762,1939691
7324914,30029,5643,768636,11580101
6872438,21201,471,17829,0
6888286,21501,987,51183,397594
6912854,22054,1455,134109,1768938
7110669,25111,3780,484371,7028252
7427751,27979,5883,949680,17763499
6904445,21877,1308,100224,1097022
6887742,21552,918,49518,451972
6870467,20854,174,4707,0
6894084,21625,990,68490,770146
6882715,21403,753,34623,314203
6941945,22490,1947,165285,1749843
6874862,21202,525,24156,217018
6876273,21187,441,15660,0
6872113,21120,411,15363,0
6884067,21430,738,47448,457805
7044258,23699,3405,497358,8051820
6869830,20995,261,0,0
7057475,23916,3366,465111,7262294
6875150,21212,516,22941,228874
6992217,22947,2679,395172,6507880
6882177,21494,843,50103,459192
6970545,22884,2343,262287,3614769
6886340,21555,942,64611,673132
6871443,21006,264,0,0
6880623,21345,675,29619,242383
6882856,21470,792,49266,468635
7126663,25144,4500,669501,12010052
6970382,22709,2280,304596,4829895
6908551,22072,1407,102537,1065805
6916196,22032,1464,129888,1552433
6873946,21105,378,12348,0
6892298,21711,1029,74592,756523
6912048,22002,1428,111177,1133597
6930140,22175,1650,170190,2413665
6889733,21529,717,28278,241908
6869828,21010,279,0,0
7157187,24960,4299,616518,9502166
6872469,21202,492,19674,0
6887087,21534,888,49338,429571
6869830,20847,126,0,0
6869832,20697,0,0,0
6870428,20803,117,0,0
6876242,21056,363,18882,193002
6872013,20957,303,9756,78166
6869830,20860,192,0,0
6875286,21108,480,21987,209589
6919795,22258,1770,148581,1800535
6870380,20818,150,2871,0
6870808,20860,231,3735,17024
6875610,21044,405,18477,182647
6870128,20784,129,1269,2527
6869830,20860,192,0,0
6870760,20859,204,7866,0
6869832,20697,0,0,0
6882165,21360,714,51615,534983
6869832,20697,0,0,0
6869829,20803,117,0,0
6882823,21082,345,4986,21850
6892214,21617,864,63144,685235
6869832,20697,0,0,0
6869832,20697,0,0,0
6869830,20786,102,0,0
6871239,21005,363,12141,0
6874143,21036,381,14067,118674
6872517,20899,258,6336,41762
6869830,20784,99,0,0
6870341,20796,108,0,0
6886774,21501,852,42543,392958
6869830,20860,192,0,0
5067129,3561,675,73944,991477
5340851,6009,882,82773,1003922
4716146,1395,192,12438,116508
4732183,1389,189,10377,83372
6413455,16734,597,27054,251940
4669493,731,105,6543,50825
5299134,4597,423,26307,251769
6442866,17517,1404,139869,1841575
5329080,5249,906,125973,1841575
4732396,1576,150,9954,89661
4687927,1097,36,0,0
6621009,19788,3699,544095,9267801
5263885,5295,1632,272961,5405462
5691267,7617,2769,470871,8444721
5532370,8005,2469,436176,8078059
4931097,2949,285,22653,211128
5221021,5305,1035,125730,1582092
4906375,2506,213,9252,78166
4965428,3388,651,57483,685672
4928392,2852,447,36153,392388
5476131,4710,423,30483,334058
4720018,1264,156,8298,80864
6431841,17159,1155,59202,435689
6428263,17095,1074,56367,425239
6431841,17159,1155,59202,435689
6436060,17436,1275,119313,1418597
6744825,20190,3720,617643,12320664
7148353,23489,5952,1067265,20014163
6428263,17095,1074,56367,425239
6408572,16535,363,7425,50825
6984583,24197,5784,1006641,19095399
6451002,17465,1329,132939,1930647
6875590,25028,4809,625491,9032201
6424530,17027,975,51147,397594
6406641,16575,390,14067,0
6448200,17579,1437,132624,1768938
6648175,20670,3798,486261,7360543
6972185,23306,5574,928944,17743587
6468026,17952,1713,155772,1726112
6439795,17422,1308,99099,1097193
6408566,16607,393,9108,62035
6423791,17059,873,48789,451972
6405100,16284,105,1170,0
6407350,16456,312,12915,117002
6430133,17154,963,68472,770146
6478233,18018,1872,162351,1749843
6404904,16511,249,0,0
6524648,18326,2031,225351,3027308
6584470,19070,2736,364347,5600402
6419579,16890,594,30285,266589
6596339,19379,3048,374283,5447110
6413841,16725,510,18108,133095
6416780,17018,789,49428,459192
6510711,18281,1965,218079,3012754
6422194,17076,903,64269,673132
6416282,16871,642,29124,242383
6421023,16973,750,48258,468635
6421351,16861,627,27738,234536
6430777,17189,909,56619,544977
6672225,20342,4035,639063,11800824
6447510,17534,1314,104166,1102323
6406509,16520,252,0,0
6448487,17499,1329,109395,1133597
6464710,17719,1614,167697,2414121
6422744,16863,495,22212,177593
6698352,20328,3714,479565,6907393
6425406,16928,666,33093,337782
6407738,16735,480,19674,0
6404904,16511,249,0,0
6412756,16782,495,22986,189050
6421859,17075,885,49644,429571
6404904,16292,96,0,0
6404903,16244,45,0,0
6408000,16497,333,18441,193496
6404906,16213,0,0,0
6404906,16213,0,0,0
6404906,16213,0,0,0
6409519,16464,228,8460,0
6405370,16371,99,0,0
6404904,16298,99,0,0
6405626,16370,186,3636,0
6404906,16213,0,0,0
6430351,16875,708,41328,392388
4716834,1439,576,46935,425239
4721400,1503,657,49770,435689
4716834,1439,576,46935,425239
4712113,1371,477,41715,397594
5177793,7716,714,22293,131062
4699034,1353,288,8118,34067
4685475,1224,315,12879,83486
4687599,1162,156,8109,67849
4667855,791,249,7767,34067
4654822,389,0,0,0
4716834,1439,576,46935,425239
4712141,1400,558,46260,425239
4707413,1333,462,41265,397594
4659996,437,0,0,0
4716834,1439,576,46935,425239
4712113,1371,477,41715,397594
5807929,8450,3051,588600,12143679
5650124,8829,3162,590130,12276280
5532050,9946,1326,147951,1939729
5640860,7717,2790,548055,11662656
5030958,2958,252,15930,152418
5094553,3804,918,130671,2209358
5058726,3214,342,19845,180804
5050599,3254,381,29970,337782
5031919,2846,213,9333,78166
5029575,2803,267,9540,69863
5029575,2803,267,9540,69863
4938124,3620,315,17838,147345
5564100,6029,1539,206613,3298495
5387877,5809,1500,200610,3291351
4815564,2116,210,11691,105032
4809459,2057,507,48483,751431
6073437,11346,4782,963900,19023769
5468795,4506,177,5589,0
6062247,10365,4419,889515,17669126
5487091,5032,528,44451,450889
5467639,4598,213,10188,0
5471953,4773,336,22905,228874
5746520,8090,3039,557424,10892529
5496811,4951,432,25965,238203
5507961,5274,849,85761,1152350
5465358,4430,117,0,0
5472726,4708,390,21690,209589
5523711,5723,1332,140796,1798692
5466594,4430,117,0,0
5473480,4644,348,14067,118674
5489318,5030,642,41121,392958
4707413,1333,462,41265,397594
4656931,459,48,1170,0
4655713,302,0,0,0
5349466,6198,1164,133029,1939235
5903703,10740,4254,849006,17108968
5317932,5609,492,32967,313785
5329310,5810,861,77598,972021
5580374,8964,3450,576963,11157807
5303017,5274,228,9549,0
5300837,5180,111,0,0
5325085,5660,477,32589,337782
5346799,5843,786,78318,1096186
5300838,4983,63,0,0
5305000,5276,312,18171,193496
5302116,5136,144,2871,0
5304373,5284,336,9891,22097
5306638,5312,429,20610,190608
5301514,5075,162,3897,0
5302749,5113,231,3681,22097
5302749,5113,231,3681,22097
5303932,5199,270,12834,122588
5300838,4976,51,0,0
5300840,4940,0,0,0
5304430,5185,300,6678,22097
5302077,5116,108,0,0
5006800,3774,876,90747,1382516
4710986,1139,174,3627,17024
4709136,1081,120,1269,2527
5424337,11154,2985,423873,6750795
5170292,7311,201,2907,18544
5170292,7311,201,2907,18544
5170292,7311,201,2907,18544
5291497,9300,2430,315729,4689067
5190753,7930,816,74313,860643
5356282,9800,2748,437256,7342987
5369521,10080,2889,433602,6977332
5217952,8489,1452,151164,2150534
5300400,9258,2514,385956,6375146
5278375,9089,2013,265671,3876133
5194814,8090,1029,62046,555294
5461917,10052,1473,155052,1901463
5276968,9084,2319,326277,5237445
5192914,8014,804,70182,756523
5183705,7878,855,42156,340708
5188749,7878,735,53757,547808
5169326,7438,300,10431,0
5186353,7825,723,31545,250420
5186101,7702,507,23193,178961
5471790,11139,3816,581409,9213594
5183095,7720,612,34767,313215
5167884,7173,189,2682,17233
5167884,7173,189,2682,17233
5167038,7195,153,0,0
5169366,7343,351,10827,76418
5167884,7173,189,2682,17233
5167038,7080,60,0,0
5167040,7036,0,0,0
5167038,7053,27,0,0
5167040,7036,0,0,0
5167970,7261,231,5508,0
5169616,7302,384,8406,34067
5167040,7036,0,0,0
5170072,7341,330,6768,39672
5167040,7036,0,0,0
5183268,7729,645,49455,534983
5173684,7466,531,29034,265696
5193546,8047,951,66654,709992
5170930,7384,390,16623,143659
5167038,7195,153,0,0
5169464,7355,321,9027,63023
5169957,7349,342,8766,60173
5168122,7300,288,8712,0
5167038,7195,153,0,0
5175579,7537,417,15597,122170
4668215,767,51,0,0
4940417,3696,399,17235,117743
4739978,1827,306,15651,117743
4667378,846,138,2979,13889
4663505,554,57,234,0
4981011,4123,438,40617,430274
4724438,1452,96,2637,0
4658569,550,24,0,0
4652573,294,0,0,0
4998059,4672,1110,125595,1700994
5058301,5046,1494,196650,2888247
4938437,3643,405,17199,124146
5135968,5880,2103,304893,4775517
4933394,3558,279,14544,118693
4928054,3342,123,0,0
4959077,4032,639,50715,529720
4984571,4259,798,90468,1229870
4955474,4041,630,64665,756523
4931681,3425,210,3195,13889
4934278,3484,294,7830,44365
4948664,3867,564,28881,251674
5243353,6584,2304,364212,5768058
4942743,3693,387,27000,256671
4949593,3825,402,39123,420052
4929199,3332,156,5508,0
4928058,3101,0,0,0
4931745,3407,228,6372,39330
5316550,4938,606,59895,722456
5307336,4873,579,58770,673132
5316412,4942,810,76824,971679
5570196,7878,3048,522396,10317000
5287902,4308,105,0,0
