"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
3234147,6512,1479,163125,2417788
3167677,5343,183,3636,0
3198003,5770,609,40545,392388
3165858,5130,0,0,0
3196924,5865,750,49986,536997
3179813,5633,540,40743,469243
3166916,5290,186,7605,0
1612029,2196,318,18279,172102
1289267,1065,237,8793,65417
1248122,675,81,855,0
2428783,6674,2946,551835,12063461
2297304,5888,2871,554967,12260282
2237986,3542,885,109845,1668124
2270371,5479,2646,518283,11662656
1612771,2232,354,27711,325755
1601628,2092,249,15597,152418
1628979,2374,477,40077,519498
1671488,2837,954,120150,2209814
1601366,2055,267,9504,69863
1601366,2055,267,9504,69863
1538072,1294,243,16389,147345
2167486,4620,1413,193095,3280806
1999920,3938,1392,190701,3291351
1381324,1282,189,11358,105032
2739299,8083,4473,849672,17184607
2710440,7805,4122,795510,16288187
2074184,3761,663,57852,696369
2069004,3685,468,30861,325755
2055870,3423,201,10188,0
2084705,3832,579,45270,519498
2366028,6408,3174,542115,10936818
2065016,3565,369,21393,209589
2129490,4331,1170,114120,1492659
2083150,3843,606,38763,392673
2062267,3591,531,30483,290890
2052471,3181,0,0,0
2052469,3257,84,0,0
2067986,3707,642,44172,482429
2578222,7015,3912,761778,15783433
1936444,3252,642,57996,696369
1938463,3151,405,29583,310023
1950593,3430,828,75969,972021
2226208,6117,3420,556749,11168865
1924558,3064,402,20421,190608
1923989,3120,543,30825,290890
1918040,2919,261,11349,101080
1930337,3211,639,43767,482429
2158430,3362,1275,195066,3325950
1975749,2473,723,88038,1217881
2166507,3742,1080,131301,1901463
1617704,1867,642,73908,1155105
1907587,3102,531,52884,673132
1920026,3265,771,75321,971679
2198361,5734,2964,500787,10321237
1959065,3697,1185,150624,2416762
1883671,2542,0,0,0
1887441,2773,252,11295,101080
1917140,3362,606,46269,536997
1900328,3035,516,39510,469243
1885287,2714,180,7605,0
1299339,800,87,4428,0
1244458,682,84,2880,0
1338342,685,126,4428,35359
1546632,2492,489,48672,673132
1204569,364,48,1908,0
1560090,2646,729,69300,971679
1239013,720,141,6570,64277
1533220,2376,489,28530,290890
1521764,1989,0,0,0
1539271,2475,588,39681,482429
1340497,1169,183,11169,104842
1310743,1171,279,17766,203072
1236494,655,123,8946,94259
1181989,157,9,0,0
1199964,420,144,7650,69863
1216611,628,198,8010,60382
1180189,0,0,0,0
1187369,211,0,0,0
1180189,0,0,0,0
3745896,4691,606,66069,795017
3226554,3981,567,64692,795017
4535786,11560,945,78003,795017
2174469,1003,84,4500,0
2734324,1245,114,2970,0
868617,871,111,2970,0
4543386,11419,729,42534,429191
3336198,4355,564,41058,429191
2711543,1064,150,7488,74860
2806485,4119,531,39519,429191
2174292,1010,147,7488,74860
2157967,783,39,0,0
840750,934,156,7092,74860
824724,612,39,0,0
801256,359,9,0,0
801256,359,9,0,0
56696,25,9,0,0
394973,530,204,9000,178619
2297713,1660,324,29250,317471
1000777,1243,273,20646,300922
2258773,1548,252,19440,178619
2823940,3999,414,31086,300922
3722548,5102,303,12636,99275
1382406,2005,696,79614,1307808
1417957,2386,741,85572,1307808
1239515,2388,750,83286,1307808
528293,328,0,0,0
996138,948,501,47907,965542
1822335,2904,852,91431,1343433
1653280,2380,831,89370,1343433
1036055,1063,504,53865,965542
857948,1000,501,51579,965542
1684048,3035,900,94878,1343433
984557,494,33,0,0
48707,54,36,135,0
2124161,575,48,135,0
2097867,210,36,135,0
2300436,6869,3942,637290,10922872
2028661,5305,3195,545472,9671038
1429405,4145,2697,428724,7389765
2280306,7600,3927,612738,10408960
1462302,4263,2496,377352,6966920
3707351,7140,3705,641952,10823236
3193263,6304,2862,468504,7741569
2096971,3533,1176,169074,2914980
1823350,5618,3366,540603,9607407
1529041,3957,2193,342882,6385919
1238978,2372,624,65502,860643
1423740,4100,2568,429417,8014466
1445738,4062,2481,406098,7218480
1280986,2738,1086,139491,2141794
1362845,3578,2217,369486,6507880
1342142,3229,1539,206478,3357243
1235199,2184,363,23913,233339
1339299,3315,1818,279072,4829895
1276782,2690,999,109341,1552262
1559122,4935,3225,534645,9377298
2146476,5008,1755,236520,3990665
2132332,5324,1509,183429,2838790
3549212,5792,1863,267984,4022167
3027412,5311,1827,258660,4022167
1922297,2997,1086,152370,2629410
1778003,2850,951,134910,2415280
1672822,3425,1215,167094,2807288
1145536,1556,495,56682,895679
2607857,7738,3876,631368,10698083
1852238,3854,924,80703,984903
2027620,5528,3045,479304,7861174
2848588,10684,5124,724248,11482479
2057690,5866,3060,442008,7356838
4265216,10443,4713,763200,12300828
2079376,4840,1653,198891,3295930
3760005,9187,4098,613953,9589167
2680454,5730,1929,268173,4297705
2541504,5320,1593,208647,3375635
2420031,6967,3843,621891,10398415
2128512,5363,2529,397170,6704872
1955906,4988,2403,334890,5133021
1840725,3717,747,72225,860643
1839984,3751,819,57321,557897
2020869,5554,2856,459882,8026740
2040255,5661,3042,460962,7658045
1881095,4085,1209,145710,2141794
1960822,5011,2553,412461,6960270
1940312,4674,1836,239121,3645644
1832625,3530,465,38142,468635
1828534,3543,525,33759,312018
1937921,4736,2127,317142,5233569
1876549,4073,1128,117972,1552262
1823757,3473,426,24786,213541
2147572,6852,3948,611883,10076004
1841054,3752,804,65925,685254
1811370,3143,108,0,0
1752700,4101,2436,400554,6779979
2596005,7890,3681,582138,9623500
1784708,4335,2436,379026,6559408
4003986,8580,3762,625743,10240487
3491538,7618,3051,482796,7721866
2398654,4795,1497,214992,3477646
2263891,4167,1182,168687,2770314
2147041,5471,3024,513855,8866920
1851257,4046,2166,348237,6057922
1586613,2422,501,45810,558220
1681473,3544,1902,276408,4354097
1746867,4089,2370,397755,7153462
1685584,3609,2154,358740,6198351
1662271,3351,1788,286632,5003479
1600987,2693,900,106839,1477250
1883420,4822,2919,501246,8602934
1551042,2262,447,34659,341962
1836664,4215,834,66789,806626
1014535,1355,603,60696,984903
2745337,3567,849,84636,984903
1486002,1457,450,44433,606556
1098096,2439,627,47781,561887
2009629,6107,3156,479484,7865050
1178659,3467,1974,281520,4879922
3443759,5489,2685,442305,7300579
1547054,4369,2775,428508,7247949
1071889,2931,1899,259803,4182318
1140521,3259,2016,328410,6028567
1162072,3263,2013,312021,5387032
992999,2141,1008,131004,2141794
1075186,3013,2250,374373,6960270
1057435,2501,1344,182484,3019784
1050979,2786,1917,288486,5237445
1277032,4064,2730,430749,7279546
931645,1614,417,27783,265696
1859955,4549,1122,99495,1174409
2040579,6366,3168,435348,7376161
4264393,10027,4401,687393,10833021
2069223,4972,1290,141453,2146088
3752630,9130,3852,543474,8145813
2377730,9278,4236,619884,10435693
2105140,6170,2709,392625,6716975
1895477,4517,1032,97947,1356182
1938927,5527,2505,338202,5136897
1824656,4198,765,71955,860643
1825135,4129,783,53271,511898
2002951,6130,2976,458451,8030388
1816596,4022,564,37314,366092
2024104,6165,3147,465804,7695627
1862662,4662,1272,148527,2141794
1943860,5539,2601,414207,6960270
1924343,5146,1872,240453,3645644
1812470,3997,543,33570,312018
1920162,5293,2211,320022,5237445
1861204,4507,1143,116388,1552262
1830979,4175,723,63378,756523
1807698,3927,441,24579,213541
2130268,7439,4149,617742,10137032
1824980,4207,819,64575,685254
1812740,4017,549,35541,341962
1807705,3890,363,20403,189050
1806464,3912,495,29232,265696
1795326,3574,108,0,0
1795326,3529,69,0,0
1795328,3484,0,0,0
1022920,2244,693,51570,634068
2772263,3690,912,95418,1159646
1398313,2729,777,79839,1026513
1123784,2614,849,76275,924426
3478023,5734,2619,424899,6971917
2945758,5604,2466,339453,5337176
1278179,3347,1767,246870,4755472
1007842,2012,468,35091,558220
1104080,3131,1575,190557,2954557
983426,2118,651,47736,511898
1171181,3572,2085,302463,5692837
1191578,3676,2280,309618,5373922
967096,1860,324,14454,133095
1108503,3180,1791,256140,4413738
954228,1727,171,6705,0
977332,1978,423,22887,234536
1308031,4322,2622,373410,6513314
983271,2107,660,54810,685254
3484072,5524,1578,219321,3272332
5055467,15967,4341,615042,9266547
4024494,9524,2124,295407,4297705
3921865,7127,1674,230256,3355552
3823452,7383,3546,596889,9811961
3539355,5622,2400,393903,6396369
3285518,3778,633,56889,604010
3329508,4198,987,111564,1356182
3438542,5517,2673,462753,8014466
3458501,5547,2652,438723,7256062
3380297,4881,2280,382023,6507880
3237570,3073,105,0,0
3360451,4621,1617,223803,3357243
3254664,3535,444,43902,468635
3357106,4642,1881,291249,4829895
3298546,3984,1062,121140,1552262
3244394,3280,240,12393,0
3270493,3665,663,67851,756523
3568693,6445,3414,575010,9458580
3239180,3089,132,2169,0
3237572,2911,0,0,0
2963168,4983,1629,217008,3295930
1853169,2945,1053,142776,2526962
1713451,2527,954,130041,2344638
1335237,2944,951,104238,1599382
3541862,6900,1902,269460,3997068
3397271,6802,1731,229050,3375635
3308445,6619,2922,459153,7287013
3011178,5418,2370,384489,6668620
2755185,3560,633,55170,604010
2800113,3963,978,108171,1356182
2850404,4475,1662,211977,3023983
2734192,3392,693,52758,549461
2913071,5125,2154,331848,5575322
2727060,3248,423,29250,266589
2931682,5247,2361,342927,5413917
2719966,3151,366,18162,133095
2834934,4255,1350,179397,2755399
2727148,3275,432,42453,468635
2728832,3258,465,27333,234536
3044175,6050,2976,440145,6880755
2719365,3130,318,21942,189050
2709303,2916,99,0,0
2305868,4084,1308,194850,3355552
1475725,1318,204,12735,115178
1646429,4215,2181,334971,6139660
1476342,3762,2145,298791,4689067
1358679,2517,633,66411,860643
1543972,4168,2331,392625,7305633
1563953,4261,2469,398151,6965457
1399828,2923,1116,142947,2141794
1481886,3742,2226,367722,6375146
1461687,3376,1617,226431,3618778
1457098,3567,2037,308106,5237445
1364515,2518,612,58455,756523
1676702,5174,3315,533628,9176069
1340254,2308,456,28980,265696
1173294,2665,1347,179226,2888247
1260548,3218,1788,264456,4736624
1090475,1918,684,75807,1229870
1057223,1702,516,51858,756523
1378413,3776,2079,322443,5768058
1038994,1567,318,23589,256671
1040512,2042,699,75465,1205132
1158955,2590,783,80712,1205132
1086464,2939,1701,229680,3709294
1001292,2612,1665,237555,4010292
982046,2157,1107,135423,2151693
977124,2378,1503,197766,3366363
1202154,3674,2271,318375,5133021
855104,1342,384,25965,265696
945014,1870,555,45198,503462
966049,1897,633,48402,511898
750688,817,291,21231,233320
935003,1746,417,31572,366092
1153203,3414,2214,350676,6706810
1069762,2947,1920,316557,6028567
983458,2051,720,78669,1279080
1269275,4103,2538,418563,7978214
931605,1710,348,23904,268793
911962,1408,69,0,0
911962,1355,21,0,0
1091313,2954,1914,301050,5387032
952667,1693,354,27936,310935
1289971,4179,2745,430857,7668457
965894,1889,636,55215,685254
1126357,2728,1092,137853,2141794
726043,519,165,11619,133095
980689,2417,1641,259479,5003479
1207570,3648,2397,393444,6960270
961368,2053,1215,166572,3019784
898156,1482,513,50094,759031
1188394,3206,1608,218412,3618778
825836,792,0,0,0
714967,522,156,15993,213541
1183899,3375,1986,299151,5233569
835110,1198,369,25974,265696
692402,265,42,2169,0
700934,306,21,0,0
681752,172,36,1449,0
2138388,882,189,11592,108927
2201784,1321,219,14409,131423
2152585,923,120,5751,0
164756,258,120,2034,31844
108777,178,66,468,0
3790520,5137,921,103500,1290974
3274946,4376,876,101700,1290974
1379023,1386,447,41688,824315
2848136,2186,591,76635,1079200
2316295,2048,597,74835,1079200
379467,728,390,20547,656374
2776757,1790,534,73233,1069605
2242990,1707,537,71433,1069605
4575062,12147,1638,138483,1402922
2810333,2001,600,66780,862125
2715426,891,0,0,0
2719146,1120,144,6336,39577
2715426,891,0,0,0
2277127,1902,603,64503,862125
2185116,1031,144,6336,39577
233484,353,126,3186,39577
107542,0,0,0,0
2511299,6980,3618,589563,10235433
1724383,2571,276,17604,171152
1933263,4638,2739,439434,7389765
2766554,8931,4164,635157,10417282
1968742,4556,2460,397332,6965134
4176562,9340,4161,688590,11387631
3679513,7674,3147,513702,8300302
2585414,4854,1494,213363,3475499
2322280,6324,3537,564687,9615729
2033367,4487,2244,364203,6385919
1728901,2618,384,25551,250591
1745261,2874,663,69732,860643
1928863,4501,2631,444618,8015549
1948458,4574,2526,416142,7218480
1785346,3268,1131,140832,2141794
1866748,4084,2265,375300,6507880
1844881,3818,1608,212805,3357243
1844269,3796,1854,285912,4829895
1780838,3250,1056,115830,1552262
1745831,2801,537,48816,545813
2057551,5632,3312,550098,9378381
1738887,2716,519,46782,534983
1644530,4085,2361,366111,6380827
2500158,7011,3585,568287,9772536
1681947,3899,2169,343755,6245927
3901519,8351,3930,653436,11102517
3397233,6979,2907,491850,8284988
2289801,4793,1605,238779,4191153
2035477,5702,3150,500724,9047382
1742299,4044,2151,337248,6370377
1432668,2165,279,20250,217018
1641048,3910,2322,381816,7151809
1577697,3556,2022,323487,5786811
1554806,3285,1659,255456,4618824
1491463,2744,960,103518,1479245
1779586,4476,2676,458586,8138555
1446221,2319,459,32337,321955
1447312,2330,501,45297,534983
1468413,2533,648,56358,683012
1915983,5096,2862,441117,7403236
1078099,2899,1734,252486,4582363
3343493,5128,2679,431316,7312967
1437691,4468,2658,391689,6815281
812751,1307,96,0,0
1036903,2948,1962,316908,6028567
1058663,2918,1803,279720,5027533
885638,2066,1053,126639,2150363
969500,2828,2067,336348,6507880
950392,2387,1227,158391,2755798
945715,2588,1692,255177,4829895
1175399,3586,2466,391068,6808137
857857,1826,651,54972,709821
1952342,4935,2478,385974,6965134
4176450,8803,4074,667008,10927451
3672849,7496,3024,490797,7837766
2280690,8514,4053,580923,10234312
2010706,5173,2454,374301,6982671
1729903,3234,687,69210,860643
1911656,4956,2649,440289,8014466
1933018,4957,2556,415566,7218480
1767624,3724,1239,145746,2150363
1707522,2879,285,14841,118693
1850497,4491,2295,376767,6507880
1829623,4169,1713,224163,3614598
1827221,4232,1902,286947,4829895
1766204,3563,1104,114867,1554257
1729012,3190,618,49230,547808
2040958,6098,3357,546705,9377298
1721704,3101,564,35010,324748
1702073,2720,150,2610,0
1722821,3088,555,46314,534983
1742018,3356,825,63549,709992
1708671,2826,267,9036,63023
1707138,2827,258,8316,60173
1715195,2939,351,15390,122170
3383166,4953,2391,408762,6965134
2859063,4413,1905,304929,5077750
1176831,2793,1542,219231,4533799
1072972,2841,1869,286371,5680563
1093578,2911,1854,272403,5049174
1008226,2575,1548,228663,4116179
876016,1443,318,20781,233339
1211807,3424,2142,332208,6134587
4969066,14983,3903,580158,9164498
3923545,9177,1920,272916,4193376
3719792,7269,3582,595332,10125898
3438301,5275,2400,406638,6982500
3161466,3266,441,35379,387961
3143728,3044,306,22374,217018
3340627,4993,2601,446472,8014466
3360795,4989,2460,418707,7218480
3280314,4483,2220,369738,6507880
3152470,3207,399,41328,459192
3259111,4294,1662,231759,3614598
3150916,3125,354,25875,242383
3257545,4231,1821,282384,4829895
3196926,3690,1059,117351,1552262
3472763,5754,3117,543969,9288112
3155711,3192,531,47781,534983
3176677,3376,681,58563,683012
3135842,2802,99,0,0
3449075,6143,1611,247401,3892739
3212947,6095,2697,439029,7273751
2918286,4661,2256,385065,6958123
2639994,2600,405,34452,387961
2823318,4191,1884,317349,5561395
2842138,4279,1968,308961,5100075
2629552,2558,363,40590,459192
2741756,3518,1230,176391,2800125
2629054,2478,321,25452,242383
2635972,2520,360,25398,233339
2655404,2680,567,49374,529720
2956407,4949,2340,384930,6335341
1508489,1343,261,27036,386878
1479648,947,0,0,0
1536278,4328,2184,319410,6444268
1248209,2663,657,62055,860643
1436960,4104,2316,378360,7305633
1457150,4163,2328,363960,6594710
1289073,3095,1188,138465,2150363
1372806,3804,2088,332037,5951902
1351250,3509,1590,207549,3587732
1261271,2764,630,47844,529720
1348440,3616,1848,273915,4829895
1248045,2619,585,44343,547808
1571675,4943,3015,485820,8659459
1240551,2555,483,30699,313215
1241123,2571,528,43155,534983
1262318,2816,777,62073,709992
1226278,2346,255,9009,63023
1224978,2349,249,8316,60173
1233035,2443,339,14706,122170
1156351,2887,1656,236592,4472638
919323,1365,213,12852,118693
958288,1630,504,42939,529720
982364,1851,687,72126,1229870
1275992,3312,1839,289701,5449105
623745,455,156,11601,242383
572351,141,0,0,0
624233,493,33,0,0
821708,1381,309,21771,250591
963753,1753,339,23706,250591
1052145,2906,2043,332703,6694536
966427,2599,1854,305190,6028567
878486,1807,708,74988,1279080
1169993,3462,2400,405000,7979297
988187,2572,1701,269316,5027533
875827,1547,498,42084,529720
1190898,3504,2352,387567,7218480
1023332,2323,1029,132561,2141794
700348,1029,348,23274,277134
875708,2182,1461,229374,4618824
1106220,3133,2136,355518,6507880
949248,1517,72,0,0
855030,1889,1086,143604,2755798
789759,1435,525,46278,759031
1085687,2762,1404,191214,3330377
723097,912,159,5274,35359
622863,390,30,0,0
1082971,2847,1728,267363,4829895
672266,818,234,14715,183863
631230,610,189,13383,168625
570308,128,12,0,0
623094,532,78,2610,0
593505,355,96,2574,27474
630181,614,138,6849,63023
596436,389,96,5985,60173
1971883,3527,1896,333792,7514766
3361548,5537,2529,484425,9779433
2838063,5070,2505,471339,9779433
1710639,3905,2232,424332,9497701
1566585,3757,2085,391401,9030586
1489410,2448,975,129996,2426205
1179409,2809,1551,240201,5471487
861690,1357,303,20844,260376
2442181,5649,2469,463023,10856581
1701454,2042,561,57312,890416
4106023,8335,3135,586062,12071764
3599127,7093,2958,572121,12052707
2497267,4785,2550,524628,11738865
2358557,4374,2316,488898,11276310
2265090,4137,1140,145440,2294535
2328145,4337,2370,475371,10992925
3825239,7717,3333,695601,14898166
3311106,6769,3231,679158,14898166
1740811,3636,2145,427392,10853123
2195913,5095,2949,630216,14591259
2061390,4466,2742,616464,14559624
1972546,3886,1308,178551,3046365
2025970,4651,2907,606870,14591259
1675457,3466,1974,372141,8789552
3105988,3403,723,87480,1185524
2576453,3138,690,86148,1185524
1256452,2489,702,64809,1185524
593088,749,222,11880,156731
3208261,4493,1920,365688,7838298
2684067,4077,1866,357066,7838298
1546183,3361,1824,339426,7838298
1401784,3244,1887,338976,7862067
1367863,3343,1911,329706,7862067
709539,1264,594,55638,971679
1012625,2403,1566,254916,6352574
3104233,3424,783,81387,1083893
971637,1601,531,52659,847096
1259370,2469,744,72558,1083893
4881518,15099,4707,858978,16873729
3411619,6254,2535,492426,10872750
3828236,9805,3819,795942,16468820
3725847,7407,3543,756936,15951507
3655440,5779,1620,230031,3403679
3109321,3458,798,109512,1699284
3688395,7640,3741,741582,15595770
3084976,3207,522,56349,722456
3359500,5546,2559,476856,9856687
3052312,2605,84,0,0
3084179,3167,576,46179,526281
3052313,2573,84,0,0
2908763,4916,2328,476973,10853123
3343919,7195,3648,781173,16468820
3199568,7096,3462,741609,15951507
3138748,5029,1533,223659,3403679
2577299,3234,795,106641,1699284
3165461,7218,3669,720171,15572989
2553657,2987,510,55746,722456
2837694,4995,2499,466929,9856687
2553707,2927,567,45792,526281
2521072,2388,153,6516,0
2520019,2373,84,0,0
1769301,4458,2214,446121,10653509
1630915,4030,2160,436806,10653509
1561014,2249,723,93465,1668124
1599942,3931,2217,433467,10673136
509073,307,27,0,0
2085856,5527,3321,703521,15951507
2052957,5559,3375,683757,15583629
1709423,4025,2295,440604,9681165
1379403,1834,153,6516,0
1377910,1694,0,0,0
1913832,5127,3162,649620,15111612
1271680,2199,729,70371,972021
1562696,4092,2418,436527,9704934
1234985,1724,150,6696,0
1244992,1870,303,16596,169499
1492412,2282,729,83295,1288333
577305,624,102,2637,0
551700,383,15,0,0
1235218,2259,492,47493,722456
1237073,2344,714,68958,971679
1530809,4019,2271,403902,9125073
1234230,2456,561,40293,526281
523234,344,45,81,0
523269,344,39,81,0
523219,311,15,0,0
523237,327,39,81,0
878015,1588,636,63558,971679
540884,493,135,6003,64277
480233,107,0,0,0
506583,268,0,0,0
506465,249,15,0,0
477478,89,39,81,0
477399,56,15,0,0
477446,72,39,81,0
477434,75,36,81,0
477389,46,0,0,0
2773619,3534,90,0,0
2848319,2212,420,35028,457843
1169271,1871,423,34011,457843
3072821,4153,1542,246807,5137068
4674813,13271,2682,413883,7853992
3606545,8605,2499,399654,7798075
3509298,5902,2103,388404,7787131
3473140,6016,2037,365301,7392102
2831370,1917,201,11538,117097
2899481,2668,777,113922,2053444
2832658,2021,291,12960,118674
2849995,2375,531,35946,392844
2824243,1730,108,1314,0
2825298,1787,177,3861,20577
2823606,1616,0,0,0
2824031,1721,66,315,0
2556119,3458,1449,238536,5136897
1408825,3197,1497,223299,5137068
1274489,2473,1299,217881,5132679
567928,1051,393,22878,392559
533692,775,150,3807,20577
529934,640,0,0,0
3128115,5827,2172,389151,7791349
2988906,5423,2010,380835,7787131
2956093,5426,2025,356112,7392102
2372570,2295,774,110520,2053444
2332091,1832,390,34191,392388
1262341,2429,975,128583,2612006
1090264,1991,942,123471,2612006
1860208,4482,2019,363789,7787131
1828603,4395,2001,344619,7452104
1149782,1559,201,11367,117097
1152962,1622,270,12510,118674
1173506,1897,507,30564,392844
1141167,1432,111,4149,0
1141376,1435,105,1314,0
1143068,1488,174,3861,20577
1140102,1322,0,0,0
1694620,3658,1740,328320,7329459
1049245,1716,753,95661,2053444
967950,1043,111,4149,0
292685,435,156,3681,41819
256245,195,51,315,0
278880,333,75,1314,0
281127,371,123,2934,20577
281507,314,63,315,0
2696752,920,132,3123,19760
96887,133,81,1224,19760
830511,639,129,3123,19760
2641853,329,81,2889,19760
3305397,3812,189,3123,19760
767785,251,81,2853,19760
2620196,6678,1947,258480,4500454
4020039,8015,2895,493074,9069137
3515278,6704,2760,480312,9069137
2412356,4341,2052,368370,7606441
2271702,4028,1845,336240,7178086
2173368,4154,1419,199575,3140339
2966230,2425,156,7650,0
2436266,2158,156,7650,0
3219676,4725,1794,320184,6251323
2695523,4235,1713,310743,6251323
1564414,3257,1632,285462,6251323
1418346,3236,1641,281133,6251323
1030679,2302,1215,180081,4034878
4025913,7063,2358,357471,5797527
3514600,6111,2253,346041,5797527
2137764,5929,1611,204156,3469799
1640466,2103,645,73692,1212466
1881414,2755,1065,138069,2514688
1538724,1296,54,0,0
4800652,14526,4179,684450,12262942
3746308,9177,3033,551808,10583019
3641975,6877,2805,521577,10144176
3566701,5612,1791,263223,3930511
3057712,3362,789,93357,1212466
3273875,5104,2121,345978,6601132
2994963,2860,276,18549,176491
2989170,2519,90,0,0
2964184,2202,0,0,0
3264126,6498,2847,539109,10582563
3117831,6497,2751,508554,10144176
3052144,4793,1698,254934,3930511
2528767,3072,783,90072,1212466
2754204,4484,2061,334782,6601132
2003057,4873,2511,466497,10102566
1303162,1462,132,5589,0
1624871,3459,1680,282312,5922243
1333180,1691,234,15516,176491
1476200,3624,1743,277299,5922243
1145984,1429,129,5202,0
1154198,1497,147,5247,0
1143805,1349,57,0,0
1401049,2177,783,91224,1404765
402092,152,18,0,0
383902,27,0,0,0
2242190,5439,2577,408087,6779979
3067885,10066,4392,671760,11426467
2276780,5473,2541,393849,6552625
2163221,4243,1077,138402,2372948
4458829,11625,5490,985464,18627695
3963420,9833,4593,837639,16116617
2034055,3369,219,9252,0
2872729,6961,3015,552303,11686672
2741606,6167,2541,494388,10940504
2631603,7022,3393,549288,9228775
2341215,5421,2400,369585,6095485
2712994,5987,2481,470781,10638955
2118355,4038,894,93600,1218071
2171625,4848,2004,278694,4354097
2046360,3624,537,42777,458888
2237622,5335,2499,407880,7151809
2175119,4960,2280,362223,6198351
2038508,3506,402,24183,213617
2152873,4677,1905,290871,5003479
2036624,3435,306,16299,146528
2090675,4098,1026,110979,1477250
2367481,6364,3126,512334,8603219
2109384,3869,699,64989,920417
2048813,3588,558,47682,534983
1216823,473,93,3384,20406
2331713,5245,903,74043,806626
1521814,1913,672,70398,984903
3240388,4636,960,92376,984903
1986886,2311,546,51840,606556
1605326,2835,633,52515,561887
2502729,7101,3189,488268,7861174
1691951,3423,1917,292707,4879922
3919822,7352,2847,449280,7300579
2052836,4738,2751,438624,7244073
1583261,3053,1833,261477,4178442
1652496,3323,1992,335250,6028567
1671644,3438,1995,315828,5387032
1504211,2334,1008,132894,2141794
1585941,3182,2235,380826,6960270
1567026,2753,1347,186813,3019784
1562801,2930,1851,294651,5233569
1782313,4424,2727,437625,7279546
2354009,5049,561,37440,500099
2536261,7160,3138,450990,7356838
2331326,5261,852,84177,1274330
4722846,12728,5274,805518,12922546
2556943,6332,1674,194787,3109141
4228122,11001,4383,649485,10189928
2865902,10485,4359,639918,10417301
2598708,7201,2739,409734,6704872
2299453,4854,408,21654,185478
2432689,6487,2499,341469,5133021
2320181,5201,831,75780,860643
2292041,4591,147,0,0
2320184,5100,795,53703,511898
2311668,5018,597,42066,458888
2497316,7032,2979,470520,8026740
2516066,7178,3150,470304,7658045
2356264,5693,1374,154206,2192866
2437005,6546,2664,419661,6960270
2416324,6236,1989,246591,3645929
2303969,4901,462,24345,213617
2308233,4980,582,34560,312018
2414374,6275,2241,324999,5233569
2300713,4817,435,20133,168302
2354502,5568,1233,122328,1552262
2303699,4910,483,25587,213541
2305385,4963,540,35712,338314
2348056,5254,732,64134,832770
2320024,5126,681,52839,545813
2617939,8637,4188,625005,10077600
2320267,5199,873,67365,685254
2296076,4691,261,8451,0
2313408,4997,612,49095,534983
2292041,4497,108,0,0
1211521,376,21,0,0
3766588,5775,867,78516,1009166
1975159,2248,579,61281,890416
3956668,7397,2730,438768,6965134
3441442,6437,2367,349038,5309911
1791939,3340,1701,268740,4755472
1618034,3053,1515,196065,2954557
1498667,2051,621,48780,511898
1685738,3436,2010,317718,5692837
1703732,3651,2220,320337,5373922
1621840,3149,1746,262647,4413738
1815894,4482,2514,385326,6497335
1498750,2061,627,58716,685254
3754528,5732,873,105057,1274330
3241933,4650,801,102555,1274330
1251291,669,72,3096,0
3841647,6392,1326,164349,2387407
3330656,5288,1251,161307,2387407
1361345,997,147,11223,112632
1356579,956,102,3735,0
2052463,2613,852,131157,2372948
1404253,1410,426,47205,858002
1210674,415,87,3051,19608
1206976,367,81,3042,19608
3224284,4349,471,40293,429799
3954755,7753,2520,391527,6850735
5513922,18707,6189,1036080,18524867
4485142,12215,3978,706509,13418674
4386153,9652,3300,614025,12167296
4294587,9459,4002,639819,10228137
4015886,7522,2574,407457,6385919
4355509,9520,3066,554481,11070521
3720649,5133,288,15363,0
3735957,5371,564,45396,457805
3915870,7288,2844,472932,8014466
3933426,7429,2745,439821,7218480
3856405,6757,2412,385155,6507880
3835395,6580,1803,227484,3357414
3733628,5400,540,46494,468635
3747977,5387,444,27981,310365
3834281,6493,2010,295299,4829895
3774807,5914,1230,125181,1552433
3767369,5788,933,96696,1106579
4039327,8512,3564,581643,9420998
3788599,5902,903,81576,1012282
3735881,5320,621,49527,534983
3721466,5016,261,6354,41762
3717250,4724,0,0,0
3450890,6382,2433,383139,6857955
2343084,4295,1905,306891,6049030
2207006,3711,1698,283950,5751509
1835138,3670,1032,115110,1599382
1566209,1845,429,35559,457045
4019549,8761,3546,670401,13087029
3878598,8497,3255,609075,12187379
3796619,7865,3156,496035,7672086
3504748,6488,2559,407502,6710420
3851299,8254,2934,541548,11051464
3290482,4881,1029,114111,1354833
3344168,5474,1701,215163,3023983
3229243,4402,723,53397,549461
3407438,6066,2199,342387,5573669
3423646,6299,2424,349002,5403353
3326917,5384,1443,183951,2755399
3223151,4310,489,45495,468635
3206480,3946,204,7605,0
3207492,3941,183,4203,0
3255164,4692,867,94482,1106579
3531848,7287,2976,443907,6821380
1573012,2382,108,0,0
1210674,415,87,3051,19608
2789388,5730,2829,571590,12167296
2763297,5397,2529,508419,10973868
2089755,2116,153,7605,0
2119328,2503,378,27846,310365
2165807,2858,726,75393,1012282
2627572,4800,2244,477090,10561359
1976609,2113,246,13536,115178
1949697,1832,207,11916,122588
2152679,4621,2166,354717,6129210
1982786,4097,2097,303156,4685191
1866886,2895,657,70839,860643
2051019,4445,2346,408096,7305633
